,label,name,total,nunique,%unique,#null,%null,std,var,min,max,mean,median,hist0,hist1,hist2,hist3,hist4,hist5,hist6,hist7,hist8,hist9,from_file
18,Unusable,1963,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
19,Unusable,1964,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
20,Unusable,1965,264,1,0.0037878787878787884,18,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
21,Unusable,1966,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
22,Unusable,1967,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
23,Unusable,1968,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
24,Unusable,1969,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
25,Unusable,1970,264,1,0.0037878787878787884,18,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
26,Unusable,1971,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
27,Unusable,1972,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
28,Unusable,1973,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
29,Unusable,1974,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
30,Unusable,1975,264,1,0.0037878787878787884,18,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
31,Unusable,1976,264,1,0.0037878787878787884,18,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
32,Unusable,1977,264,1,0.0037878787878787884,18,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
33,Unusable,1978,264,1,0.0037878787878787884,18,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
34,Unusable,1979,264,1,0.0037878787878787884,18,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
35,Context_Specific,1980,264,9,0.03409090909090909,18,0.06818181818181818,0.031262220931730415,0.0009773264575843237,0.0,0.491311351,0.002094428052439024,0.0,0.9959349593495936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040650406504065045,Mobile cellular subscriptions.csv
36,Context_Specific,1981,264,13,0.04924242424242424,20,0.07575757575757576,0.04076519485724692,0.0016618011117493106,0.0,0.5890146820000001,0.0038578722999999997,0.0,0.9918032786885246,0.0,0.0,0.0,0.004098360655737704,0.0,0.0,0.0,0.0,0.004098360655737704,Mobile cellular subscriptions.csv
37,Context_Specific,1982,264,18,0.06818181818181818,20,0.07575757575757576,0.054384177286499184,0.002957638739129373,0.0,0.70201103,0.007137762460655737,0.0,0.9795081967213116,0.0,0.008196721311475409,0.004098360655737704,0.004098360655737704,0.0,0.0,0.0,0.0,0.004098360655737704,Mobile cellular subscriptions.csv
38,Context_Specific,1983,264,18,0.06818181818181818,21,0.07954545454545454,0.0767351464991876,0.005888282708251782,0.0,0.8700658290000001,0.010837927381481479,0.0,0.9794238683127572,0.0,0.0,0.00823045267489712,0.0,0.00411522633744856,0.00411522633744856,0.0,0.0,0.00411522633744856,Mobile cellular subscriptions.csv
39,Context_Specific,1984,264,30,0.11363636363636365,22,0.08333333333333333,0.11063755378332447,0.012240668307158016,0.0,1.065948629,0.01660809946268662,0.0,0.9793388429752066,0.0,0.0,0.004132231404958678,0.0,0.004132231404958678,0.004132231404958678,0.0,0.004132231404958678,0.004132231404958678,Mobile cellular subscriptions.csv
40,Context_Specific,1985,264,39,0.14772727272727273,23,0.08712121212121213,0.15869942797615194,0.025185508439957843,0.0,1.520482215,0.026634190276290843,0.0,0.9792531120331949,0.0,0.0,0.004149377593360996,0.0,0.008298755186721992,0.0,0.0,0.0,0.008298755186721992,Mobile cellular subscriptions.csv
41,Context_Specific,1986,264,54,0.20454545454545456,22,0.08333333333333333,0.2262312853145653,0.051180594455080254,0.0,2.0907187659999997,0.04757072253602748,0.0,0.950413223140496,0.02066115702479339,0.004132231404958678,0.004132231404958678,0.0,0.008264462809917356,0.004132231404958678,0.0,0.004132231404958678,0.004132231404958678,Mobile cellular subscriptions.csv
42,Context_Specific,1987,264,64,0.24242424242424246,24,0.09090909090909093,0.32451342006152106,0.1053089598000252,0.0,2.870596552,0.07481809287041667,0.0,0.9416666666666668,0.029166666666666667,0.0041666666666666675,0.0041666666666666675,0.0,0.0041666666666666675,0.0,0.0125,0.0,0.0041666666666666675,Mobile cellular subscriptions.csv
43,Context_Specific,1988,264,70,0.26515151515151514,23,0.08712121212121213,0.4290557558559877,0.18408884163315292,0.0,3.623800751,0.11014712349460584,0.0,0.921161825726141,0.02904564315352697,0.02904564315352697,0.0,0.0,0.004149377593360996,0.0,0.012448132780082987,0.0,0.004149377593360996,Mobile cellular subscriptions.csv
44,Context_Specific,1989,264,78,0.2954545454545455,25,0.0946969696969697,0.5743449147733161,0.3298720811259677,0.0,4.102872293,0.17194274114100422,0.0,0.9037656903765692,0.02510460251046025,0.02092050209205021,0.02510460251046025,0.0041841004184100415,0.0041841004184100415,0.0,0.0041841004184100415,0.0,0.012552301255230124,Mobile cellular subscriptions.csv
45,Context_Specific,1990,264,101,0.3825757575757576,11,0.04166666666666666,0.7385273036019002,0.5454225781654932,0.0,5.3884126,0.2421237173205533,0.0,0.8814229249011858,0.04743083003952569,0.015810276679841896,0.031620553359683785,0.003952569169960474,0.003952569169960474,0.0,0.003952569169960474,0.003952569169960474,0.007905138339920948,Mobile cellular subscriptions.csv
46,Context_Specific,1991,264,115,0.4356060606060606,22,0.08333333333333333,0.9814685561596688,0.9632805267301451,0.0,6.594298056,0.3729532563202215,0.0,0.8512396694214877,0.04958677685950413,0.02479338842975207,0.028925619834710745,0.02479338842975207,0.004132231404958678,0.0,0.004132231404958678,0.004132231404958678,0.008264462809917356,Mobile cellular subscriptions.csv
47,Context_Specific,1992,264,143,0.5416666666666666,20,0.07575757575757576,1.2430014064791528,1.5450524965091523,0.0,7.666908049,0.5261198559850516,0.006842288,0.8237704918032787,0.06557377049180327,0.024590163934426233,0.024590163934426233,0.02868852459016393,0.016393442622950817,0.0,0.004098360655737704,0.004098360655737704,0.008196721311475409,Mobile cellular subscriptions.csv
48,Context_Specific,1993,264,162,0.6136363636363636,20,0.07575757575757576,1.6471651306529085,2.7131529676388126,0.0,9.664672185,0.7620118266188518,0.02824179615,0.7950819672131147,0.0778688524590164,0.024590163934426233,0.032786885245901634,0.024590163934426233,0.016393442622950817,0.012295081967213116,0.004098360655737704,0.004098360655737704,0.008196721311475409,Mobile cellular subscriptions.csv
49,Context_Specific,1994,264,175,0.6628787878787878,20,0.07575757575757576,2.509995552716796,6.300077674658095,0.0,15.71336635,1.2045389374307378,0.077621364,0.7991803278688525,0.06557377049180327,0.036885245901639344,0.032786885245901634,0.024590163934426233,0.024590163934426233,0.004098360655737704,0.0,0.008196721311475409,0.004098360655737704,Mobile cellular subscriptions.csv
50,Context_Specific,1995,264,192,0.7272727272727273,18,0.06818181818181818,3.785024226860026,14.326408397917335,0.0,22.74910726,1.9291492123479677,0.2052151475,0.7723577235772358,0.07723577235772358,0.04065040650406504,0.044715447154471545,0.024390243902439025,0.024390243902439025,0.0040650406504065045,0.0,0.0040650406504065045,0.008130081300813009,Mobile cellular subscriptions.csv
51,Context_Specific,1996,264,212,0.803030303030303,17,0.06439393939393939,5.450197503671771,29.704652829030014,0.0,29.30153817,2.9083033494368418,0.425086663,0.7611336032388664,0.048582995951417005,0.07692307692307693,0.032388663967611336,0.032388663967611336,0.016194331983805668,0.004048582995951417,0.012145748987854251,0.004048582995951417,0.012145748987854251,Mobile cellular subscriptions.csv
52,Context_Specific,1997,264,220,0.8333333333333334,18,0.06818181818181818,7.521838778618518,56.57805861152929,0.0,42.06724499,4.373540474122359,0.8072009567,0.7439024390243902,0.04878048780487805,0.07723577235772358,0.06504065040650407,0.02032520325203252,0.016260162601626018,0.0040650406504065045,0.008130081300813009,0.008130081300813009,0.008130081300813009,Mobile cellular subscriptions.csv
53,Context_Specific,1998,264,228,0.8636363636363636,16,0.060606060606060615,10.614645554356278,112.67070024461547,0.0,55.22721773,6.614300817041531,1.3323062989,0.7056451612903226,0.08064516129032258,0.04838709677419355,0.06048387096774194,0.04435483870967742,0.020161290322580645,0.024193548387096774,0.0,0.012096774193548387,0.004032258064516129,Mobile cellular subscriptions.csv
54,Context_Specific,1999,264,232,0.8787878787878788,15,0.05681818181818181,15.241100289547873,232.29113803605628,0.0,63.49747283,10.228245801106029,2.773981786,0.6345381526104418,0.10843373493975904,0.04819277108433735,0.04417670682730924,0.04016064257028112,0.04819277108433735,0.01606425702811245,0.028112449799196783,0.012048192771084338,0.02008032128514056,Mobile cellular subscriptions.csv
55,Context_Specific,2000,264,239,0.9053030303030304,14,0.05303030303030303,20.85818244346664,435.0637748449401,0.0,79.69431046,15.152438217371204,5.040331909000001,0.5760000000000001,0.124,0.076,0.044000000000000004,0.036000000000000004,0.032,0.027999999999999997,0.024,0.024,0.036000000000000004,Mobile cellular subscriptions.csv
56,Context_Specific,2001,264,239,0.9053030303030304,14,0.05303030303030303,24.6861340089557,609.4052123081193,0.0,92.94015273,20.02719565347361,8.95197909,0.504,0.152,0.068,0.06,0.06,0.016,0.048,0.032,0.04,0.02,Mobile cellular subscriptions.csv
57,Context_Specific,2002,264,245,0.928030303030303,12,0.045454545454545456,27.195906851807973,739.6173494922157,0.0,106.6458636,24.31776705839841,12.187254405,0.4722222222222222,0.15873015873015872,0.06349206349206349,0.07142857142857142,0.06349206349206349,0.03571428571428571,0.04365079365079365,0.06349206349206349,0.01984126984126984,0.007936507936507936,Mobile cellular subscriptions.csv
58,Context_Specific,2003,264,248,0.9393939393939394,12,0.045454545454545456,29.959720054279607,897.5848257308037,0.0,120.5827345,29.45725877473929,18.9016352501,0.42063492063492064,0.1507936507936508,0.0992063492063492,0.06746031746031746,0.07539682539682539,0.06349206349206349,0.051587301587301584,0.051587301587301584,0.015873015873015872,0.003968253968253968,Mobile cellular subscriptions.csv
59,Context_Specific,2004,264,251,0.9507575757575758,11,0.04166666666666666,32.460615847835555,1053.6915812207526,0.0,119.10290159999998,35.89077820835296,26.19668978,0.3438735177865613,0.1383399209486166,0.11067193675889328,0.08300395256916998,0.05138339920948617,0.08300395256916998,0.06324110671936757,0.06324110671936757,0.05138339920948617,0.011857707509881422,Mobile cellular subscriptions.csv
60,Context_Specific,2005,264,248,0.9393939393939394,14,0.05303030303030303,35.68560479718915,1273.4623897411693,0.0,166.4747136,43.5693946471112,35.660550259999994,0.336,0.14400000000000002,0.124,0.10400000000000001,0.12,0.08800000000000001,0.064,0.016,0.0,0.004,Mobile cellular subscriptions.csv
61,Context_Specific,2006,264,245,0.928030303030303,17,0.06439393939393939,38.30962267295204,1467.627189343961,0.0,185.02178869999997,53.03339577472431,47.422616013,0.25101214574898784,0.1902834008097166,0.12550607287449392,0.10121457489878542,0.13360323886639675,0.13765182186234814,0.032388663967611336,0.020242914979757085,0.004048582995951417,0.004048582995951417,Mobile cellular subscriptions.csv
62,Context_Specific,2007,264,248,0.9393939393939394,14,0.05303030303030303,40.55266414613503,1644.5185693492251,0.0,197.1887628,63.273959577405215,58.4592157903,0.152,0.192,0.168,0.10800000000000001,0.14,0.156,0.055999999999999994,0.02,0.004,0.004,Mobile cellular subscriptions.csv
63,Context_Specific,2008,264,246,0.9318181818181818,16,0.060606060606060615,41.50866439158986,1722.9692195736402,0.0,187.1872419,72.89777400238148,70.84215675315,0.0967741935483871,0.1693548387096774,0.12096774193548387,0.14112903225806453,0.13306451612903225,0.14516129032258066,0.12096774193548387,0.04435483870967742,0.016129032258064516,0.012096774193548387,Mobile cellular subscriptions.csv
64,Context_Specific,2009,264,248,0.9393939393939394,14,0.05303030303030303,42.15150037240254,1776.7489836446512,0.284184243,208.9361132,80.87120385830643,82.161391675,0.08,0.136,0.152,0.14,0.18,0.196,0.06,0.027999999999999997,0.016,0.012,Mobile cellular subscriptions.csv
65,Context_Specific,2010,264,251,0.9507575757575758,11,0.04166666666666666,41.162541436513855,1694.35481751272,1.143820373,209.9151556,87.27720162773713,88.98361743,0.05533596837944664,0.11067193675889328,0.1383399209486166,0.16205533596837945,0.1976284584980237,0.20948616600790515,0.05928853754940711,0.031620553359683785,0.01976284584980237,0.015810276679841896,Mobile cellular subscriptions.csv
66,Context_Specific,2011,264,247,0.9356060606060606,15,0.05681818181818181,40.39085236451322,1631.420954731903,2.375550859,247.71160469999998,93.47577065072693,94.44042596,0.060240963855421686,0.1004016064257028,0.14859437751004015,0.2329317269076305,0.28514056224899603,0.0963855421686747,0.052208835341365466,0.012048192771084338,0.008032128514056224,0.004016064257028112,Mobile cellular subscriptions.csv
67,Context_Specific,2012,264,251,0.9507575757575758,11,0.04166666666666666,40.41613507611513,1633.4639744907836,4.979397878,289.7820156,98.08366946937987,100.9932997,0.06324110671936757,0.1422924901185771,0.19367588932806326,0.31225296442687744,0.18181818181818185,0.09090909090909093,0.007905138339920948,0.003952569169960474,0.0,0.003952569169960474,Mobile cellular subscriptions.csv
68,Context_Specific,2013,264,248,0.9393939393939394,14,0.05303030303030303,40.205642048437966,1616.493652527123,5.602975462000001,304.08210110000005,101.75481414592396,104.63591290000001,0.052000000000000005,0.128,0.20800000000000002,0.35600000000000004,0.17600000000000002,0.06,0.012,0.004,0.0,0.004,Mobile cellular subscriptions.csv
69,Context_Specific,2014,264,249,0.9431818181818182,13,0.04924242424242424,39.05766787972933,1525.5014202032403,6.38599695,322.5915365,104.06255378516347,106.05087079999998,0.043824701195219126,0.13545816733067728,0.24302788844621515,0.3944223107569721,0.13545816733067728,0.035856573705179286,0.00398406374501992,0.00398406374501992,0.0,0.00398406374501992,Mobile cellular subscriptions.csv
70,Context_Specific,2015,264,251,0.9507575757575758,11,0.04166666666666666,38.51864605348289,1483.686093793493,7.04995255,324.4408131,105.8387911499284,107.3970198343,0.03557312252964427,0.12648221343873514,0.26877470355731226,0.3873517786561265,0.1383399209486166,0.02766798418972332,0.011857707509881422,0.0,0.0,0.003952569169960474,Mobile cellular subscriptions.csv
71,Context_Specific,2016,264,244,0.9242424242424242,18,0.06818181818181818,38.77199553908922,1503.267638083154,7.294370822,332.0907008,106.98845995994759,109.13211975,0.032520325203252036,0.14227642276422764,0.2642276422764228,0.3943089430894309,0.13008130081300814,0.016260162601626018,0.016260162601626018,0.0,0.0,0.0040650406504065045,Mobile cellular subscriptions.csv
72,Unusable,2017,264,0,0.0,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mobile cellular subscriptions.csv
73,Context_Specific,x,63973,63948,0.999609210135526,0,0.0,1.0935417988668532,1.1958336658689532,-47.950428,43.391857,-0.09180806853641638,-0.090306327,1.5631594578963e-05,0.0,9.3789567473778e-05,0.00029700029700029703,0.020805652384599752,0.9778343988870304,0.000844106107264002,7.815797289481501e-05,1.5631594578963e-05,1.5631594578963e-05,c_1700.csv
74,Context_Specific,y,63973,63959,0.9997811576758944,0,0.0,1.1396913313603323,1.2988963307778871,-74.972946,45.165337,0.1003800166651294,0.10694608,1.5631594578963e-05,0.0,0.0,1.5631594578963e-05,0.000140684351210667,0.00916011442327232,0.9902771481718852,0.00029700029700029703,4.6894783736889e-05,4.6894783736889e-05,c_1700.csv
75,Context_Specific,z,63973,63958,0.9997655260813156,0,0.0,1.0890409897206528,1.186010277291739,-52.885783999999994,59.207443000000005,0.001341541053956058,0.00072146265,1.5631594578963e-05,0.0,6.2526378315852e-05,0.000531474215684742,0.9905428852797272,0.008722429775061354,0.000109421162052741,0.0,0.0,1.5631594578963e-05,c_1700.csv
76,Context_Specific,vx,63973,63942,0.999515420568052,0,0.0,0.4082581073052289,0.1666746821804478,-1.674263,1.6904829,-6.735407430985773e-05,0.0014667475,0.000640895377737483,0.007956481640692167,0.045519203413940265,0.14950057055320212,0.3034248823722508,0.3000640895377737,0.14399824926140714,0.041439357228830916,0.007065480749691277,0.000390789864474075,c_1700.csv
77,Context_Specific,vy,63973,63944,0.99954668375721,0,0.0,0.4094865514192825,0.16767923579325664,-1.6673167000000002,1.6297239,9.171926930705798e-05,0.0014689192999999998,0.000734684945211261,0.007393744235849499,0.04258046363309522,0.14071561439982494,0.2868084973348131,0.30350304034514564,0.1583949478686321,0.050271208165945006,0.00880058774795617,0.000797211323527113,c_1700.csv
78,Context_Specific,vz,63973,63943,0.9995310521626312,0,0.0,0.40801813959161937,0.1664788022358062,-1.7345837,1.7093092,1.3051957654783135e-05,1.3868701e-05,0.000422053053632001,0.005689900426742532,0.038969565285354765,0.13873040188829666,0.3026901974270395,0.31371047160520843,0.14843762212183265,0.04408109671267566,0.0068466384255857935,0.000422053053632001,c_1700.csv
79,Unusable,m,63973,1,1.5631594578963e-05,0,0.0,2.4821453486340014e-17,6.16104553174541e-34,1.5625001e-05,1.5625001e-05,1.562500100002482e-05,1.5625001e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,c_1700.csv
80,Unusable,id,63973,63973,1.0,0,0.0,18474.717699477602,341315194.07539093,1.0,64000.0,31998.66196676723,31998.0,0.09999531052162633,0.10001094211620527,0.1000422053053632,0.09999531052162633,0.09999531052162633,0.09999531052162633,0.1000422053053632,0.09994841573788944,0.10001094211620527,0.0999640473324684,c_1700.csv
81,Usable Directly Categorical,country_or_area,73645,220,0.002987303958177745,0,0.0,7.970212613978741,63.524289112025826,4.0,52.0,10.780949147939438,8.0,0.5856473623463915,0.2225813021929527,0.06050648380745467,0.047905492565686734,0.025052617285626997,0.0272659379455496,0.018847172245230498,0.007196686808337294,0.0,0.0049969448027700454,estimates_of_main_aggregates_gross_value_added_by_kind_of_economic_activity_at_constant_2005_prices_us_dollars_data.csv
82,Usable Directly Categorical,year,73645,46,0.0006246181003462558,0,0.0,13.214798252697275,174.6308928594909,1970.0,2015.0,1993.1974064770181,1994.0,0.10116097494738273,0.08094235861226153,0.10122886821915948,0.08098309457532757,0.1097019485369,0.0910856134157105,0.1137212302260846,0.09120782130490868,0.1150926743159753,0.11487541584628964,estimates_of_main_aggregates_gross_value_added_by_kind_of_economic_activity_at_constant_2005_prices_us_dollars_data.csv
83,Usable Directly Categorical,item,73645,8,0.00010862923484282708,0,0.0,14.443946122648963,208.6275795939861,17.0,58.0,35.344395410414826,27.0,0.2507705886346663,0.12480141218005295,0.12538529431733314,0.0,0.0,0.0,0.25014597053432003,0.0,0.12413605811664065,0.1247606762169869,estimates_of_main_aggregates_gross_value_added_by_kind_of_economic_activity_at_constant_2005_prices_us_dollars_data.csv
84,Usable Directly Numeric,value,73645,73215,0.994161178627198,0,0.0,339083566207.40906,1.1497766487193437e+23,-48939167.318085104,14602588491872.4,45023802110.97779,1226808836.97199,0.9948536899993212,0.0033675062801276395,0.00047525290243736844,0.000529567519858782,0.00027157308710706765,0.000176522506619594,6.789327177676693e-05,4.073596306606015e-05,8.14719261321203e-05,0.00013578654355353382,estimates_of_main_aggregates_gross_value_added_by_kind_of_economic_activity_at_constant_2005_prices_us_dollars_data.csv
85,Usable Directly Categorical,category,73645,8,0.00010862923484282708,0,0.0,13.1583792837712,173.14294537557905,17.0,54.0,32.597705207413945,25.0,0.3755720008147193,0.0,0.12538529431733314,0.0,0.0,0.12538529431733314,0.1247606762169869,0.12413605811664065,0.0,0.1247606762169869,estimates_of_main_aggregates_gross_value_added_by_kind_of_economic_activity_at_constant_2005_prices_us_dollars_data.csv
86,Unusable,subject ID,10,10,1.0,0,0.0,2.8722813232690143,8.25,0,9,4.5,4.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,demographic_info.csv
87,Usable Directly Numeric, age,10,4,0.4,0,0.0,2.2,4.839999999999998,24,31,25.4,24.5,0.5,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,demographic_info.csv
88,Usable Directly Categorical, ethnicity,10,3,0.3,0,0.0,1.6,2.56,7,11,10.2,11.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,demographic_info.csv
89,Usable Directly Categorical, gender,10,2,0.2,0,0.0,0.0,0.0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,demographic_info.csv
90,Unusable,Borough,42958,1,2.3278551142976858e-05,0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MN.csv
91,Usable Directly Categorical,Block,42958,1963,0.04569579589366358,0,0.0,609.8556326910532,371923.8927250046,1.0,2255.0,1228.8219190837565,1250.0,0.04166860654592858,0.08620047488244331,0.1175101261697472,0.11276130173657993,0.07276875087294568,0.1084547697751292,0.12893989478094886,0.09725778667535732,0.1169979980446017,0.11744029051631827,MN.csv
