,y_act,Reason,Attribute_name,Total_val,num of dist_val,% nans,max_val,mean,min_val,std_dev,sample_1,sample_2,sample_3,sample_4,sample_5
130,Context_Specific,o,1971,401016,67707,78.41058711,862000000000000.0,212000000000.0,-342000000000000.0,8960000000000.0,,54.89413834,43.31814957,65.99358368,0.832084569
131,Context_Specific,o,1972,401016,70366,77.64178985,943000000000000.0,224000000000.0,-391000000000000.0,9630000000000.0,,56.20943832,44.64070129,67.30185699,0.841822162
132,Context_Specific,o,1973,401016,70735,77.70088974,1010000000000000.0,251000000000.0,-295000000000000.0,10500000000000.0,,57.26710892,45.84571838,68.21907806,0.879006406
133,Context_Specific,o,1974,401016,72465,77.32135376,1190000000000000.0,289000000000.0,-132000000000000.0,12100000000000.0,,57.99113846,46.44950104,69.05901337,0.504417971
134,Context_Specific,o,1975,401016,76165,76.2755102,1160000000000000.0,294000000000.0,-132000000000000.0,12500000000000.0,,59.36553955,48.3638916,69.91455078,0.488810032
135,Context_Specific,o,1976,401016,78508,75.67328984,1370000000000000.0,312000000000.0,-170000000000000.0,13700000000000.0,,60.99996185,50.04618835,71.49951172,38.40931152
136,Context_Specific,o,1977,401016,82113,74.71572207,1320000000000000.0,319000000000.0,-165000000000000.0,13900000000000.0,,61.9226799,51.24528122,72.1620636,23.6135302
137,Context_Specific,o,1978,401016,82833,74.65687155,1400000000000000.0,328000000000.0,-165000000000000.0,13800000000000.0,,62.69342041,52.24232101,72.71768951,18.65270844
138,Context_Specific,o,1979,401016,83710,74.46460989,1500000000000000.0,344000000000.0,-82600000000000.0,14200000000000.0,,64.38318634,54.75437164,73.61997223,9.458885266
139,Context_Specific,o,1980,401016,88134,73.24919704,1660000000000000.0,334000000000.0,-60300000000000.0,14200000000000.0,,65.61776733,56.4867897,74.37998199,242000000000
140,Context_Specific,o,1981,401016,90446,72.38464301,1800000000000000.0,345000000000.0,-54400000000000.0,15100000000000.0,,66.08515167,57.31465912,74.50713348,277000000000
141,Context_Specific,o,1982,401016,91489,72.08141321,1890000000000000.0,363000000000.0,-34300000000000.0,15900000000000.0,,66.60813904,58.22605133,74.66262817,275000000000
142,Context_Specific,o,1983,401016,91815,72.08340814,4460000000000000.0,429000000000.0,-52000000000000.0,21600000000000.0,,67.29045105,59.28923035,74.98182678,261000000000
143,Context_Specific,o,1984,401016,92579,71.84077443,7110000000000000.0,463000000000.0,-32300000000000.0,27500000000000.0,,68.51009369,60.74818039,75.97254181,262000000000
144,Context_Specific,o,1985,401016,93846,71.47869412,1.06e+16,508000000000.0,-30700000000000.0,36100000000000.0,,69.03321075,61.52087021,76.25549316,261000000000
145,Context_Specific,o,1986,401016,94865,71.29590839,1.01e+16,509000000000.0,-59900000000000.0,34900000000000.0,,69.94490814,62.73495102,76.87505341,256000000000
146,Context_Specific,o,1987,401016,95860,70.958266,8060000000000000.0,511000000000.0,-24600000000000.0,30200000000000.0,,71.04187012,64.11588287,77.70385742,270000000000
147,Context_Specific,o,1988,401016,95645,71.02235322,2440000000000000.0,479000000000.0,-126000000000000.0,20100000000000.0,,71.69377899,65.09966278,78.03936768,271000000000
148,Context_Specific,o,1989,401016,97570,70.19719911,2630000000000000.0,528000000000.0,-117000000000000.0,21800000000000.0,,71.69909668,65.1292038,78.02188873,276000000000
149,Context_Specific,o,1990,401016,115831,63.86378598,5270000000000000.0,527000000000.0,-121000000000000.0,24900000000000.0,,76.148698,59.35809455,71.99581909,65.82749176
150,Context_Specific,o,1991,401016,117501,63.81565823,3180000000000000.0,557000000000.0,-155000000000000.0,23800000000000.0,,76.56354514,60.17835008,72.60283661,66.79702759
151,Context_Specific,o,1992,401016,121231,62.28205358,3700000000000000.0,570000000000.0,-168000000000000.0,24900000000000.0,,74.06686649,61.29521612,70.03272247,63.26042938
152,Context_Specific,o,1993,401016,123113,61.64591936,5430000000000000.0,613000000000.0,-56200000000000.0,27900000000000.0,,74.84607027,62.10661728,70.46482086,63.97211075
153,Context_Specific,o,1994,401016,125447,61.02699144,7650000000000000.0,673000000000.0,-63600000000000.0,32300000000000.0,,75.30393495,62.96733369,72.64568329,67.03304291
154,Context_Specific,o,1995,401016,133406,58.4642508,8170000000000000.0,693000000000.0,-76800000000000.0,33900000000000.0,,76.0423298,63.72972571,71.81175995,65.76155853
155,Context_Specific,o,1996,401016,134031,58.33557763,4390000000000000.0,720000000000.0,-90400000000000.0,30500000000000.0,,76.76856919,64.701319,73.90351105,68.78079987
156,Context_Specific,o,1997,401016,135197,57.97399605,4670000000000000.0,756000000000.0,-110000000000000.0,31500000000000.0,,77.14707977,64.95270736,74.42520142,69.2670517
157,Context_Specific,o,1998,401016,136361,57.56054621,4160000000000000.0,729000000000.0,-3290000000000000.0,29700000000000.0,,77.9857918,66.38775359,75.11081696,70.43538666
158,Context_Specific,o,1999,401016,141985,56.05312506,4030000000000000.0,725000000000.0,-4960000000000000.0,30900000000000.0,,78.5530124,64.08934238,76.25431824,72.04728699
159,Context_Specific,o,2000,401016,149942,52.1485427,4290000000000000.0,714000000000.0,-7110000000000000.0,33200000000000.0,,76.59969101,79.23616581,65.1890897,77.24568176
160,Context_Specific,o,2001,401016,148412,53.92926966,4420000000000000.0,788000000000.0,-8940000000000000.0,37600000000000.0,,77.44309527,79.76829398,65.52741771,78.80052185
161,Context_Specific,o,2002,401016,151961,52.81435155,4550000000000000.0,876000000000.0,-2790000000000000.0,33700000000000.0,,78.24494986,80.22959251,66.22083609,80.05139923
162,Context_Specific,o,2003,401016,151330,52.82033635,4790000000000000.0,912000000000.0,-9820000000000000.0,41700000000000.0,,79.01926668,80.96835471,67.48075322,80.8053894
163,Context_Specific,o,2004,401016,154903,51.32114429,5030000000000000.0,998000000000.0,-5360000000000000.0,39300000000000.0,,79.79252452,82.62879381,67.51666343,93.07697271
164,Context_Specific,o,2005,401016,159166,48.35068925,5310000000000000.0,1030000000000.0,-7160000000000000.0,42700000000000.0,,80.57069442,83.35197941,70.09178892,93.00090717
165,Context_Specific,o,2006,401016,158914,48.4100385,5690000000000000.0,1150000000000.0,-6200000000000000.0,45700000000000.0,,81.34936866,83.78790134,70.26530533,93.23343585
166,Context_Specific,o,2007,401016,162507,47.44798213,5990000000000000.0,1320000000000.0,-169000000000000.0,48800000000000.0,,82.11228246,84.39166488,71.2375988,93.47364283
167,Context_Specific,o,2008,401016,162454,47.87489776,6180000000000000.0,1520000000000.0,-464000000000000.0,55700000000000.0,,82.83193216,85.04224755,72.2923231,95.09407683
168,Context_Specific,o,2009,401016,161958,47.63326152,6500000000000000.0,1580000000000.0,-196000000000000.0,59000000000000.0,,83.47461653,84.65533772,71.76534455,94.72336235
169,Context_Specific,o,2010,401016,161665,45.05131965,6860000000000000.0,1770000000000.0,-183000000000000.0,69000000000000.0,,84.00607608,85.95534507,73.73426615,95.29988773
170,Context_Specific,o,2011,401016,162888,46.77643785,7830000000000000.0,2070000000000.0,-217000000000000.0,80100000000000.0,,84.41614825,86.39231269,74.50071688,95.39419738
171,Context_Specific,o,2012,401016,163276,46.81683524,8650000000000000.0,2260000000000.0,-243000000000000.0,88500000000000.0,,84.73457394,86.84696622,75.21849676,95.4750556
172,Context_Specific,o,2013,401016,157818,48.62598999,9620000000000000.0,2610000000000.0,-285000000000000.0,103000000000000.0,,85.0036447,87.60496124,76.71224965,95.66886258
173,Context_Specific,o,2014,401016,156914,48.52275221,1.11e+16,2810000000000.0,-354000000000000.0,114000000000000.0,,85.24497055,88.03912475,77.4072691,96.08859585
174,Context_Specific,o,2015,401016,134429,55.05441179,1.15e+16,3250000000000.0,-378000000000000.0,128000000000000.0,,-5.475405978,1920000000000,2180000000000,-7.436104053
175,Context_Specific,o,2016,401016,63182,80.43170347,1.24e+16,5840000000000.0,-420000000000000.0,175000000000000.0,,62.01420276,7.068135822,53.38298944,4910.699771
176,Unusable,l,,401016,1,0.0,0.0,0.0,0.0,0.0,,,,,
177,Unusable,l,,463231,1,0.0,0.0,0.0,0.0,0.0,,,,,
178,Unusable,l,,373,1,0.0,0.0,0.0,0.0,0.0,,,,,
179,Usable Directly Categorical,i,Base Period,1518,6,95.05928854,0.0,0.0,0.0,0.0,,2004-06-01 00:00:00,2010,2011,1990
180,Unusable,l,Other web links,1518,0,100.0,0.0,0.0,0.0,0.0,,,,,
181,Unusable,l,Related indicators,1518,0,100.0,0.0,0.0,0.0,0.0,,,,,
182,Unusable,l,,1518,1,0.0,0.0,0.0,0.0,0.0,,,,,
183,Unusable,l,CODGEO,36681,36681,0.0,0.0,0.0,0.0,0.0,1001,1002,1004,1005,1006
184,Context_Specific,o,REG,36681,27,0.0,94.0,49.4153649,1.0,25.45086021,82,22,83,93,21
185,Context_Specific,o,DEP,36681,101,0.0,0.0,0.0,0.0,0.0,1,2,3,4,5
186,Context_Specific,o,E14TST,36681,1423,0.0,427385.0,123.4560672,0.0,2353.352767,25,10,996,99,4
187,Context_Specific,o,E14TS0ND,36681,1125,0.0,316603.0,83.55530111,0.0,1729.851232,22,9,577,73,4
188,Context_Specific,o,E14TS1,36681,650,0.0,76368.0,27.29148606,0.0,432.0562264,1,272,20,0,15
189,Context_Specific,o,E14TS6,36681,272,0.0,14836.0,5.220550149,0.0,83.68437787,2,0,63,3,10
190,Context_Specific,o,E14TS10,36681,220,0.0,10829.0,3.800332597,0.0,60.96038532,0,46,1,5,3
191,Context_Specific,o,E14TS20,36681,160,0.0,5643.0,2.296447752,0.0,32.59693784,0,24,2,16,1
192,Context_Specific,o,E14TS50,36681,87,0.0,1658.0,0.738338649,0.0,9.881995845,0,9,5,1,2
193,Context_Specific,o,E14TS100,36681,57,0.0,812.0,0.332433685,0.0,4.850144687,0,3,1,5,2
194,Context_Specific,o,E14TS200,36681,42,0.0,456.0,0.172759739,0.0,2.783629865,0,2,1,8,3
195,Context_Specific,o,E14TS500,36681,23,0.0,180.0,0.048417437,0.0,1.091016408,0,1,2,3,9
196,Context_Specific,o,code_r퀌�퀌�퀌�퉌�gion,36840,28,0.0,94.0,49.40988056,1.0,25.47528278,82,22,94,83,93
197,Context_Specific,o,num퀌�퀌�퀌�퉌�ro_circonscription,36840,24,0.0,24.0,3.81859392,1.0,3.04241935,1,2,3,4,5
198,Context_Specific,o,codes_postaux,36840,6106,0.0,0.0,0.0,0.0,0.0,1340,1270,1370,1250,1000
199,Context_Specific,o,code_insee,36840,36693,0.0,97617.0,46298.36862,1001.0,25528.77817,1024,1029,1038,1040,1245
200,Context_Specific,o,퀌�퀌�퀌�퉌�loignement,36840,293,8.040173724,3.0,1.471278411,-1.0,0.55833514,1.21,1.91,1.51,1.71,1.01
201,Unusable,l,CODGEO,5136,5136,0.0,0.0,0.0,0.0,0.0,1004,1007,1014,1024,1025
202,Context_Specific,o,SNHM14,5136,167,0.0,43.3,13.70638629,10.2,2.559079589,13.7,13.5,12.9,13,13.9
203,Context_Specific,o,SNHMC14,5136,202,0.0,51.5,23.70383567,16.0,2.835906648,24.2,22.1,27.6,21.8,22.8
204,Context_Specific,o,SNHMP14,5136,99,0.0,54.6,14.57587617,11.6,1.489965205,15.5,14.7,15.6,14.1,15.1
205,Context_Specific,o,SNHME14,5136,69,0.0,17.5,10.56450545,8.7,0.811696445,10.3,10.7,11.1,11,10.5
206,Context_Specific,o,SNHMO14,5136,97,0.0,46.3,11.23565031,8.3,1.221636334,11.2,11.4,11.1,11.3,10.4
207,Context_Specific,o,SNHMF14,5136,129,0.0,26.7,12.0380257,9.3,1.78782136,11.6,11.9,10.9,11.4,12.5
208,Context_Specific,o,SNHMFC14,5136,175,0.0,35.5,20.22050234,12.0,2.32732361,19.1,19,19.5,19.4,20.3
209,Context_Specific,o,SNHMFP14,5136,74,0.0,19.0,13.27426012,10.6,0.990069185,13.2,13.3,11.7,13,13.6
210,Context_Specific,o,SNHMFE14,5136,59,0.0,16.1,10.3088785,8.7,0.747489977,10.1,10.6,10.8,10.3,10.2
211,Context_Specific,o,SNHMFO14,5136,103,0.0,28.1,9.827161215,6.1,1.104576734,9.6,10,9.5,9.9,9.8
212,Context_Specific,o,SNHMH14,5136,200,0.0,52.4,14.84818925,10.4,3.17484709,15,14.7,15.3,13.8,15.2
213,Context_Specific,o,SNHMHC14,5136,228,0.0,58.0,25.19696262,13.8,3.420405388,26.4,23.3,30.2,23,24.1
214,Context_Specific,o,SNHMHP14,5136,122,0.0,93.4,15.49378894,11.8,2.373685563,16.7,15.8,17.2,14.7,14.4
215,Context_Specific,o,SNHMHE14,5136,98,0.0,23.5,11.26571262,8.0,1.143967994,11,11.3,12.4,13.2,11.7
216,Context_Specific,o,SNHMHO14,5136,96,0.0,53.2,11.49818925,8.9,1.2894728,11.6,11.7,11.8,11.4,10.8
217,Context_Specific,o,SNHM1814,5136,62,0.0,60.6,9.549766355,7.9,0.99734653,10.5,9.8,9.3,9.6,9.4
218,Context_Specific,o,SNHM2614,5136,160,0.0,38.1,13.49544393,9.7,2.362914133,13.7,13.8,13.3,12.9,12.8
219,Context_Specific,o,SNHM5014,5136,224,0.0,56.9,15.87721963,10.5,3.58551122,16.1,14.6,16,14.2,15.2
