,y_act,Reason,Attribute_name,Total_val,num of dist_val,% nans,max_val,mean,min_val,std_dev,sample_1,sample_2,sample_3,sample_4,sample_5
23,Usable With Extraction,d,case_received_date,374362,2180,0.3613374220674107,0.0,0.0,0.0,0.0,nan,19/11/13,2013-12-11 00:00:00,27/11/13,13/11/13
24,Usable Directly Categorical,h,case_status,374362,4,0.0,0.0,0.0,0.0,0.0,Certified,Denied,Certified-Expired,Withdrawn,Certified
25,Usable Directly Categorical,g,class_of_admission,374362,57,0.061023821862261664,0.0,0.0,0.0,0.0,J-1,B-2,H-1B,L-1,EWI
26,Usable Directly Categorical,f,country_of_citizenship,374362,202,0.0551151024943771,0.0,0.0,0.0,0.0,nan,BRAZIL,ECUADOR,INDIA,PHILIPPINES
27,Usable Directly Categorical,f,country_of_citzenship,374362,148,0.9450424989715837,0.0,0.0,0.0,0.0,ARMENIA,POLAND,INDIA,SOUTH KOREA,CANADA
28,Usable With Extraction,d,decision_date,374362,1450,0.0,0.0,0.0,0.0,0.0,2012-01-02 00:00:00,21/12/11,2011-01-12 00:00:00,26/01/12,2011-07-10 00:00:00
29,Usable With Extraction,c,employer_address_1,374362,70243,0.00011219087407375749,0.0,0.0,0.0,0.0,24 WEST 25 STREET,200 BROAD STREET,1054 TECHNOLOGY PARK DRIVE,33-17 PRINCE ST. 2ND FL,1373 BROADWAY
30,Usable With Extraction,c,employer_address_2,374362,7933,0.39852335440028636,0.0,0.0,0.0,0.0,5TH FLOOR,nan,SUITE 500,SUITE 200,SUITE 102
31,Usable Directly Categorical,f,employer_city,374362,8384,3.739695802458583e-05,0.0,0.0,0.0,0.0,NEW YORK,CARLSTADT,GLEN ALLEN,FLUSHING,ALBANY
32,Usable Directly Categorical,f,employer_country,374362,6,0.36152974928010856,0.0,0.0,0.0,0.0,nan,UNITED STATES OF AMERICA,CANADA,GERMANY,SOUTH KOREA
33,Usable Directly Categorical,h,employer_decl_info_title,374362,16510,0.3614362568850471,0.0,0.0,0.0,0.0,nan,Vice President of Human Resources,President,Chief Financial Officer,Managing Partner
35,Usable Directly Numeric,a,employer_num_employees,374362,4559,0.3615457765478334,263550614.0,23093.86734,0.0,545311.7107,nan,1935,350,4,8
36,Usable Directly Categorical,j,employer_phone,374362,49220,0.36142824325118467,0.0,0.0,0.0,0.0,nan,2625444811,662-254-7200,720-859-6111,206 391 7466
37,Usable Directly Categorical,j,employer_phone_ext,374362,2670,0.9373307119846566,0.0,0.0,0.0,0.0,nan,7000,150,8745,11
38,Usable Directly Categorical,j,employer_postal_code,374362,16125,9.883481763640541e-05,0.0,0.0,0.0,0.0,10010,7072,23059,11354,12204
39,Usable Directly Categorical,f,employer_state,374362,113,0.00011219087407375749,0.0,0.0,0.0,0.0,NY,VA,FL,DE,MD
40,Usable Directly Categorical,i,employer_yr_estab,374362,262,0.3616926931686443,2016.0,1984.208267,0.0,38.47047443,nan,1959,1988,1996,2010
41,Usable Directly Categorical,e,foreign_worker_info_alt_edu_experience,374362,3,0.7632638996479344,0.0,0.0,0.0,0.0,nan,A,Y,N,nan
42,Usable Directly Categorical,f,foreign_worker_info_birth_country,374362,191,0.7632558860140719,0.0,0.0,0.0,0.0,nan,INDIA,SOUTH KOREA,GERMANY,CANADA
43,Usable Directly Categorical,f,foreign_worker_info_city,374362,9620,0.3614068735608849,0.0,0.0,0.0,0.0,nan,WAUKESHA,ANSAN-SI,DENVER,BELLEVUE
44,Usable Directly Categorical,h,foreign_worker_info_education,374362,7,0.36143892809633454,0.0,0.0,0.0,0.0,nan,Bachelor's,None,Doctorate,Master's
45,Usable With Extraction,c,foreign_worker_info_education_other,374362,1327,0.9894754275273666,0.0,0.0,0.0,0.0,nan,3 YR POST SECONDARY EDUCATION *SEE H.14,1 YEAR OF EXPERIENCE FOR EACH YEAR MISSING TOWARDS REQUIRED DEGREE,M.D. (DOCTOR OF MEDICINE),COLLEGE DIPLOMA
47,Usable Directly Categorical,h,foreign_worker_info_major,374362,21851,0.41396295564186536,0.0,0.0,0.0,0.0,nan,MECHANICAL ENGINEERING,MOLECULAR BIOLOGY,BUSINESS ADMINISTRATION,MEDIA STUDIES
48,Usable Directly Categorical,j,foreign_worker_info_postal_code,374362,9504,0.7705509640401537,0.0,0.0,0.0,0.0,nan,53189,98005,48864,10009
49,Usable Directly Categorical,e,foreign_worker_info_rel_occup_exp,374362,3,0.7632425299576346,0.0,0.0,0.0,0.0,nan,Y,A,N,nan
50,Usable Directly Categorical,e,foreign_worker_info_req_experience,374362,3,0.7632371875350596,0.0,0.0,0.0,0.0,nan,A,Y,N,nan
51,Usable Directly Categorical,f,foreign_worker_info_state,374362,112,0.4072635577328896,0.0,0.0,0.0,0.0,nan,WISCONSIN,COLORADO,WASHINGTON,MICHIGAN
52,Usable Directly Categorical,e,foreign_worker_info_training_comp,374362,3,0.7632398587463471,0.0,0.0,0.0,0.0,nan,A,Y,N,Y
53,Usable Directly Categorical,e,foreign_worker_ownership_interest,374362,2,0.7632291739011973,0.0,0.0,0.0,0.0,nan,N,Y,Y,Y
54,Usable Directly Categorical,i,foreign_worker_yr_rel_edu_completed,374362,76,0.7773171422313162,2103.0,2001.345761,0.0,91.44416618,nan,2002,20,2007,2005
55,Usable Directly Categorical,e,fw_info_alt_edu_experience,374362,3,0.5981269466452257,0.0,0.0,0.0,0.0,nan,A,N,Y,nan
56,Usable Directly Categorical,f,fw_info_birth_country,374362,193,0.5981590011806754,0.0,0.0,0.0,0.0,nan,IRELAND,BRAZIL,CHINA,UNITED KINGDOM
57,Usable With Extraction,c,fw_info_education_other,374362,2031,0.5992782387101255,0.0,0.0,0.0,0.0,nan,None,OVER 2 YEARS POST-SECONDARY UNIVERSITY STUDY (3-YEAR BACHELOR'S),THREE YEAR BACHELOR'S DEGREE,THREE YEARS OF UNIVERSITY LEVEL STUDY + TWO YEARS OF EXPERIENCE
58,Usable Directly Categorical,j,fw_info_postal_code,374362,16973,0.6040757341824223,0.0,0.0,0.0,0.0,nan,68114,33015,64114,34202
59,Usable Directly Categorical,e,fw_info_rel_occup_exp,374362,3,0.5981349602790882,0.0,0.0,0.0,0.0,nan,A,Y,N,N
60,Usable Directly Categorical,e,fw_info_req_experience,374362,3,0.5981242754339383,0.0,0.0,0.0,0.0,nan,Y,A,N,N
61,Usable Directly Categorical,e,fw_info_training_comp,374362,3,0.5981322890678007,0.0,0.0,0.0,0.0,nan,A,Y,N,nan
62,Usable Directly Categorical,i,fw_info_yr_rel_edu_completed,374362,89,0.6335151537816338,2207.0,2002.633603,0.0,89.67409576,nan,1997,2004,2008,2000
63,Usable Directly Categorical,e,fw_ownership_interest,374362,2,0.5981296178565132,0.0,0.0,0.0,0.0,nan,N,Y,Y,Y
64,Usable Directly Categorical,e,ji_foreign_worker_live_on_premises,374362,2,0.7632318451124847,0.0,0.0,0.0,0.0,nan,N,Y,Y,nan
65,Usable Directly Categorical,e,ji_fw_live_on_premises,374362,2,0.5981269466452257,0.0,0.0,0.0,0.0,nan,N,Y,Y,Y
66,Usable Directly Categorical,e,ji_live_in_dom_svc_contract,374362,3,0.9935944353326459,0.0,0.0,0.0,0.0,nan,A,Y,N,N
67,Usable Directly Categorical,e,ji_live_in_domestic_service,374362,2,0.36136680539157284,0.0,0.0,0.0,0.0,nan,N,Y,Y,nan
68,Usable Directly Categorical,e,ji_offered_to_sec_j_foreign_worker,374362,2,0.7632318451124847,0.0,0.0,0.0,0.0,nan,Y,N,N,N
69,Usable Directly Categorical,e,ji_offered_to_sec_j_fw,374362,2,0.5981269466452257,0.0,0.0,0.0,0.0,nan,Y,N,N,nan
70,Usable Directly Numeric,a,job_info_alt_cmb_ed_oth_yrs,374362,30,0.8124275433938274,96.0,4.593876388,0.0,4.83854705,nan,5,8,3,7
71,Usable Directly Categorical,h,job_info_alt_combo_ed,374362,7,0.8115513860915371,0.0,0.0,0.0,0.0,nan,Bachelor's,Master's,Other,None
72,Usable Directly Categorical,e,job_info_alt_combo_ed_exp,374362,2,0.3614255720398972,0.0,0.0,0.0,0.0,nan,N,Y,nan,Y
73,Usable With Extraction,c,job_info_alt_combo_ed_other,374362,2391,0.9753767743520977,0.0,0.0,0.0,0.0,nan,"Bachelor's + exp. Will accept any suitable combo of education, experience, or training.",3-yr post secondary education *see H.14,3-year degree plus 3 years exp. or combination of degrees,1 yr of exp for each year missing towards reqd degree. See H.14
74,Usable Directly Categorical,e,job_info_alt_field,374362,2,0.36142290082860973,0.0,0.0,0.0,0.0,nan,N,Y,Y,nan
75,Usable With Extraction,c,job_info_alt_field_name,374362,31585,0.750434071834214,0.0,0.0,0.0,0.0,nan,Marketing or Related,Marketing or Finance field,COMPUTER INFORMATION SYSTEMS/MATHEMATICS/PHYSICS,"Computer Science, Information Technology or related field"
76,Usable Directly Categorical,h,job_info_alt_occ,374362,21403,0.6019360939411585,0.0,0.0,0.0,0.0,nan,Y,N,"Marketing, International Relations, Economics","Business, Economics, Statistics, or related"
77,Usable Directly Categorical,h,job_info_alt_occ_job_title,374362,71334,0.6062127032123987,0.0,0.0,0.0,0.0,nan,"Mech. Engr, Dsgn Engr, Dev Engr, Prod Engr, Engr Mgr or rel*","Japanese cook, or suitable combination of experience",Related Consumer Lifestyle Public Relations,"* Program. Analyst,Associate Project Leader, Sr. System Executive or Related"
78,Usable Directly Numeric,a,job_info_alt_occ_num_months,374362,53,0.6067976984843547,240.0,36.48311821,0.0,23.39158852,nan,84,24,36,60
79,Usable Directly Categorical,e,job_info_combo_occupation,374362,2,0.36135879175771046,0.0,0.0,0.0,0.0,nan,N,Y,Y,nan
80,Usable Directly Categorical,h,job_info_education,374362,7,0.36136680539157284,0.0,0.0,0.0,0.0,nan,Bachelor's,None,Doctorate,Master's
81,Usable With Extraction,c,job_info_education_other,374362,1551,0.9792473595076423,0.0,0.0,0.0,0.0,nan,M.D. (Doctor of Medicine),NONE,8 grade,"All forms of BA degree equivalency permitted, pursuant to 8 CFR 214.2(h)(4)(iii)(D)"
82,Usable Directly Categorical,e,job_info_experience,374362,2,0.3613641341802854,0.0,0.0,0.0,0.0,nan,N,Y,nan,Y
83,Usable Directly Numeric,a,job_info_experience_num_months,374362,53,0.6442267110443902,244.0,33.10356038,0.0,22.73330794,nan,36,24,60,12
84,Usable Directly Categorical,e,job_info_foreign_ed,374362,2,0.3619491294522414,0.0,0.0,0.0,0.0,nan,Y,N,nan,Y
85,Usable Directly Categorical,e,job_info_foreign_lang_req,374362,2,0.3613774902367227,0.0,0.0,0.0,0.0,nan,N,Y,nan,N
86,Usable Directly Categorical,e,job_info_job_req_normal,374362,2,0.36136947660286034,0.0,0.0,0.0,0.0,nan,N,Y,N,N
87,Usable Directly Categorical,h,job_info_job_title,374362,59495,0.3614496129414844,0.0,0.0,0.0,0.0,nan,Senior Engineer,Catfish Processor,Protein Production Scientist,Market Research Analyst
88,Usable Directly Categorical,h,job_info_major,374362,52958,0.4319829469871408,0.0,0.0,0.0,0.0,nan,Mechanical or Industrial Engineering,Molecular Biology,Business Administration,Media Studies
89,Usable Directly Categorical,e,job_info_training,374362,2,0.3613721478141478,0.0,0.0,0.0,0.0,nan,N,Y,N,Y
90,Usable With Extraction,c,job_info_training_field,374362,2106,0.987995576474108,0.0,0.0,0.0,0.0,nan,usage of all kitchen appliances & tools,NONE,Post-doctoral training in degree area,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations."
91,Usable Directly Numeric,a,job_info_training_num_months,374362,41,0.9872342812571788,240.0,32.68508056,0.0,20.59113349,nan,3,24,12,36
92,Usable Directly Categorical,f,job_info_work_city,374362,9429,0.00027246355132198245,0.0,0.0,0.0,0.0,New York,Lutherville,Flushing,Albany,Troy
93,Usable Directly Categorical,j,job_info_work_postal_code,374362,11007,0.36155646139298325,0.0,0.0,0.0,0.0,nan,53189,38941,80045,98037
94,Usable Directly Categorical,f,job_info_work_state,374362,113,0.00027513476260945287,0.0,0.0,0.0,0.0,NY,MD,FL,TX,NJ
95,Usable Directly Categorical,i,naics_2007_us_code,374362,1804,0.9451974292262569,0.0,0.0,0.0,0.0,541512,562211,541330,813110,333291
96,Usable Directly Categorical,h,naics_2007_us_title,374362,955,0.9468428953793387,0.0,0.0,0.0,0.0,Computer Systems Design Services,Hazardous Waste Treatment and Disposal,Engineering Services,Religious Organizations,Paper Industry Machinery Manufacturing
97,Usable Directly Categorical,i,naics_code,374362,2712,0.7637767722151286,0.0,0.0,0.0,0.0,nan,335312,311712,54171,45399
98,Usable Directly Categorical,h,naics_title,374362,1293,0.7637767722151286,0.0,0.0,0.0,0.0,nan,Motor and Generator Manufacturing,Fresh and Frozen Seafood Processing,"Research and Development in the Physical, Engineering, and Life Sciences",All Other Miscellaneous Store Retailers
99,Usable Directly Categorical,i,naics_us_code,374362,3082,0.5989737206233539,0.0,0.0,0.0,0.0,nan,621498,451110,622110,53131
100,Usable Directly Categorical,i,naics_us_code_2007,374362,2923,0.694677878630844,0.0,0.0,0.0,0.0,nan,238340,811113,334413,334111
101,Usable Directly Categorical,h,naics_us_title,374362,1401,0.5989737206233539,0.0,0.0,0.0,0.0,nan,All Other Outpatient Care Centers,Sporting Goods Stores,General Medical and Surgical Hospitals,Real Estate Property Managers
102,Usable Directly Categorical,h,naics_us_title_2007,374362,1362,0.702838429114066,0.0,0.0,0.0,0.0,nan,Tile and Terrazzo Contractors,Automotive Transmission Repair,Semiconductor and Related Device Manufacturing,Electronic Computer Manufacturing
104,Usable With Extraction,d,orig_file_date,374362,210,0.9992493896282209,0.0,0.0,0.0,0.0,nan,2013-04-03 00:00:00,30/04/01,29/09/07,27/08/07
105,Usable Directly Categorical,e,preparer_info_emp_completed,374362,2,0.3614362568850471,0.0,0.0,0.0,0.0,nan,N,Y,Y,N
106,Usable Directly Categorical,h,preparer_info_title,374362,1170,0.4382763207804211,0.0,0.0,0.0,0.0,nan,Attorney,Representative,Attorney at Law,ATTORNEY
107,Usable Directly Numeric,a,pw_amount_9089,374362,35676,0.005919404213034443,0.0,0.0,0.0,0.0,75629,37024,47923,10.97,94890
108,Usable With Extraction,d,pw_determ_date,374362,1966,0.36218152483425137,0.0,0.0,0.0,0.0,nan,27/09/13,2013-08-11 00:00:00,27/08/13,23/09/13
109,Usable With Extraction,d,pw_expire_date,374362,868,0.36239789294853647,0.0,0.0,0.0,0.0,nan,30/06/14,23/09/13,18/09/13,2014-08-09 00:00:00
110,Usable Directly Categorical,h,pw_job_title_908,374362,8874,0.5983059178014862,0.0,0.0,0.0,0.0,nan,Chief Executive,Manager,General and Operations Managers,Market Research Analysts and Marketing Specialists
111,Usable Directly Categorical,h,pw_job_title_9089,374362,8307,0.40274119702320216,0.0,0.0,0.0,0.0,"Computer Software Engineers, Applications",ASBESTOS HANDLER,Civil Engineer,File Clerk,Sales & Service Engineer
112,Usable Directly Categorical,h,pw_level_9089,374362,4,0.0737975542389452,0.0,0.0,0.0,0.0,Level II,Level I,Level IV,Level III,nan
113,Usable Directly Categorical,i,pw_soc_code,374362,1382,0.0010604708811257552,0.0,0.0,0.0,0.0,15-1031.00,47-4041.00,17-2051.00,43-4071.00,41-9031.00
114,Usable Directly Categorical,h,pw_soc_title,374362,905,0.006239949567530893,0.0,0.0,0.0,0.0,"Computer Software Engineers, Applications",Hazardous Materials Removal Workers,Civil Engineers,File Clerks,Sales Engineers
117,Usable Directly Categorical,i,pw_track_num,374362,171774,0.36656231134570283,0.0,0.0,0.0,0.0,nan,P10013226788912,P10013249777836,P100131960847,p10013220035940
118,Usable Directly Categorical,h,pw_unit_of_pay_9089,374362,10,0.004199144143903494,0.0,0.0,0.0,0.0,yr,hr,nan,bi,mth
119,Usable Directly Categorical,e,rec_info_barg_rep_notified,374362,3,0.7634001314235953,0.0,0.0,0.0,0.0,nan,A,N,Y,N
120,Usable Directly Categorical,e,recr_info_barg_rep_notified,374362,3,0.5981696860258253,0.0,0.0,0.0,0.0,nan,A,N,Y,Y
121,Usable Directly Categorical,e,recr_info_coll_teach_comp_proc,374362,2,0.9812454255506702,0.0,0.0,0.0,0.0,nan,Y,N,nan,Y
122,Usable Directly Categorical,e,recr_info_coll_univ_teacher,374362,2,0.36141488719474735,0.0,0.0,0.0,0.0,nan,N,Y,nan,N
123,Usable Directly Categorical,e,recr_info_employer_rec_payment,374362,2,0.36138550387058516,0.0,0.0,0.0,0.0,nan,N,Y,N,N
124,Usable With Extraction,d,recr_info_first_ad_start,374362,818,0.37778674117565353,0.0,0.0,0.0,0.0,nan,18/08/13,30/06/13,28/07/13,25/08/13
125,Usable With Extraction,d,recr_info_job_fair_from,374362,440,0.9951971621051282,0.0,0.0,0.0,0.0,nan,2013-02-10 00:00:00,25/03/10,2009-01-10 00:00:00,2009-03-09 00:00:00
126,Usable With Extraction,d,recr_info_job_fair_to,374362,447,0.9952105181615656,0.0,0.0,0.0,0.0,nan,2013-02-10 00:00:00,25/03/10,26/10/09,2009-03-09 00:00:00
127,Usable With Extraction,d,recr_info_on_campus_recr_from,374362,724,0.9949994924698554,0.0,0.0,0.0,0.0,nan,16/07/13,2013-05-08 00:00:00,19/06/13,25/03/10
128,Usable With Extraction,d,recr_info_on_campus_recr_to,374362,763,0.9950181909488677,0.0,0.0,0.0,0.0,nan,2013-02-08 00:00:00,2013-04-09 00:00:00,27/08/13,30/03/10
129,Usable With Extraction,d,recr_info_pro_org_advert_from,374362,713,0.9624000299175665,0.0,0.0,0.0,0.0,nan,2013-01-10 00:00:00,2013-01-09 00:00:00,30/09/13,2013-12-08 00:00:00
130,Usable With Extraction,d,recr_info_pro_org_advert_to,374362,854,0.9624160571852912,0.0,0.0,0.0,0.0,nan,31/10/13,2013-01-10 00:00:00,30/09/13,2013-04-10 00:00:00
131,Usable With Extraction,d,recr_info_prof_org_advert_from,374362,872,0.9249576613010936,0.0,0.0,0.0,0.0,nan,28/05/14,23/01/15,2014-01-12 00:00:00,16/12/14
132,Usable With Extraction,d,recr_info_prof_org_advert_to,374362,990,0.9249763597801058,0.0,0.0,0.0,0.0,nan,27/06/14,2015-04-02 00:00:00,31/12/14,26/12/14
133,Usable Directly Categorical,e,recr_info_professional_occ,374362,2,0.3613774902367227,0.0,0.0,0.0,0.0,nan,Y,N,Y,N
134,Usable With Extraction,d,recr_info_radio_tv_ad_from,374362,1437,0.9456328366661146,0.0,0.0,0.0,0.0,nan,2013-03-08 00:00:00,2009-05-06 00:00:00,2013-04-11 00:00:00,17/09/13
135,Usable With Extraction,d,recr_info_radio_tv_ad_to,374362,1446,0.9456301654548271,0.0,0.0,0.0,0.0,nan,2013-03-08 00:00:00,2009-12-06 00:00:00,2013-04-11 00:00:00,2013-05-11 00:00:00
136,Usable With Extraction,d,recr_info_second_ad_start,374362,885,0.3778855759932899,0.0,0.0,0.0,0.0,nan,25/08/13,2013-07-07 00:00:00,2013-04-08 00:00:00,2013-01-09 00:00:00
137,Usable Directly Categorical,e,recr_info_sunday_newspaper,374362,2,0.37754900337106867,0.0,0.0,0.0,0.0,nan,Y,N,Y,nan
138,Usable With Extraction,d,recr_info_swa_job_order_end,374362,2473,0.3778829047820024,0.0,0.0,0.0,0.0,nan,30/09/13,31/07/13,25/09/13,2013-07-09 00:00:00
139,Usable With Extraction,d,recr_info_swa_job_order_start,374362,2249,0.3778241381336781,0.0,0.0,0.0,0.0,nan,16/08/13,2013-01-07 00:00:00,26/08/13,2013-08-08 00:00:00
140,Usable Directly Categorical,e,refile,374362,2,0.6845860423867807,0.0,0.0,0.0,0.0,nan,N,Y,N,Y
143,Usable Directly Categorical,e,ri_2nd_ad_newspaper_or_journal,374362,2,0.3778374941901155,0.0,0.0,0.0,0.0,nan,Y,N,N,N
144,Usable With Extraction,d,ri_campus_placement_from,374362,1349,0.9198556477420251,0.0,0.0,0.0,0.0,nan,14/08/13,16/08/13,18/02/14,17/06/13
145,Usable With Extraction,d,ri_campus_placement_to,374362,1511,0.9198823598548999,0.0,0.0,0.0,0.0,nan,30/09/13,15/09/13,2014-03-03 00:00:00,24/06/13
146,Usable Directly Categorical,e,ri_coll_tch_basic_process,374362,2,0.9812667952409699,0.0,0.0,0.0,0.0,nan,N,Y,N,Y
147,Usable With Extraction,c,ri_coll_teach_pro_jnl,374362,4946,0.5924399378142012,0.0,0.0,0.0,0.0,nan,"JAVMA, in print, February 1, 2013 issue","The Accounting Review, September, 2011",09/01/2012 ThePhysiologist(J Am Physiological Soc),"American Accounting Asso,, online 4/25-8/23/2013"
148,Usable With Extraction,d,ri_coll_teach_select_date,374362,1076,0.9846939593227945,0.0,0.0,0.0,0.0,nan,30/08/13,15/08/12,15/04/13,18/11/13
149,Usable With Extraction,d,ri_employee_referral_prog_from,374362,1702,0.8164316891137455,0.0,0.0,0.0,0.0,nan,16/09/13,24/06/13,2014-11-02 00:00:00,28/05/13
150,Usable With Extraction,d,ri_employee_referral_prog_to,374362,1783,0.816429017902458,0.0,0.0,0.0,0.0,nan,2013-01-10 00:00:00,24/07/13,27/02/14,19/07/13
151,Usable With Extraction,d,ri_employer_web_post_from,374362,1939,0.6350163745251922,0.0,0.0,0.0,0.0,nan,14/08/13,2013-01-08 00:00:00,2013-03-09 00:00:00,29/08/13
152,Usable With Extraction,d,ri_employer_web_post_to,374362,1975,0.6350751411735165,0.0,0.0,0.0,0.0,nan,2013-12-09 00:00:00,2013-07-08 00:00:00,2013-03-10 00:00:00,2013-01-10 00:00:00
153,Usable With Extraction,d,ri_job_search_website_from,374362,2052,0.4743296595274093,0.0,0.0,0.0,0.0,nan,14/08/13,2013-01-08 00:00:00,25/08/13,15/02/14
154,Usable With Extraction,d,ri_job_search_website_to,374362,2108,0.474356371640284,0.0,0.0,0.0,0.0,nan,2013-12-09 00:00:00,31/08/13,21/02/14,28/07/13
155,Usable Directly Categorical,e,ri_layoff_in_past_six_months,374362,2,0.36142290082860973,0.0,0.0,0.0,0.0,nan,N,Y,Y,Y
156,Usable With Extraction,d,ri_local_ethnic_paper_from,374362,1815,0.6771013083592886,0.0,0.0,0.0,0.0,nan,2013-01-08 00:00:00,27/08/13,19/02/14,29/08/13
157,Usable With Extraction,d,ri_local_ethnic_paper_to,374362,1812,0.6771013083592886,0.0,0.0,0.0,0.0,nan,2013-07-08 00:00:00,31/08/13,19/02/14,2013-11-09 00:00:00
158,Usable Directly Categorical,e,ri_posted_notice_at_worksite,374362,3,0.36157515987199557,0.0,0.0,0.0,0.0,nan,Y,A,N,N
159,Usable With Extraction,d,ri_pvt_employment_firm_from,374362,1006,0.9560799440114114,0.0,0.0,0.0,0.0,nan,28/08/13,23/07/13,2013-10-09 00:00:00,16/09/08
160,Usable With Extraction,d,ri_pvt_employment_firm_to,374362,1173,0.9560852864339864,0.0,0.0,0.0,0.0,nan,2013-04-09 00:00:00,30/07/13,27/09/13,2013-10-10 00:00:00
161,Usable Directly Categorical,,ri_us_workers_considered,374362,3,0.9539670158830224,0.0,0.0,0.0,0.0,nan,A,Y,N,nan
162,Unusable,l,schd_a_sheepherder,374362,1,0.36138283265929766,0.0,0.0,0.0,0.0,nan,N,N,nan,N
163,Usable Directly Categorical,h,us_economic_sector,374362,17,0.6552321015487683,0.0,0.0,0.0,0.0,IT,Other Economic Sector,Aerospace,Advanced Mfg,Educational Services
164,Usable Directly Numeric,a,wage_offer_from_9089,374362,38945,0.30657759067426715,0.0,0.0,0.0,0.0,75629,37024,47923,10.97,100000
165,Usable Directly Numeric,a,wage_offer_to_9089,374362,14053,0.8033080280584034,0.0,0.0,0.0,0.0,nan,52000,85000,16.82,96000
166,Usable Directly Categorical,h,wage_offer_unit_of_pay_9089,374362,10,0.3096361275984208,0.0,0.0,0.0,0.0,yr,hr,mth,wk,bi
167,Usable Directly Numeric,a,wage_offered_from_9089,374362,19514,0.6937536395253792,16290600.0,95888.45717,6.7,146381.5337,nan,28,12.9,124500,107500
168,Usable Directly Numeric,a,wage_offered_to_9089,374362,6369,0.9171523819191051,13285000.0,123227.314,0.0,108027.1265,nan,13,121216,101504,13.04
169,Usable Directly Categorical,h,wage_offered_unit_of_pay_9089,374362,5,0.811148033187129,0.0,0.0,0.0,0.0,nan,Year,Hour,Week,Month
170,Unusable,l,circuitId,73,73,0.0,73.0,37.0,1.0,21.07130751,1,2,3,4,5
171,Unusable,l,circuitRef,73,73,0.0,0.0,0.0,0.0,0.0,albert_park,sepang,bahrain,catalunya,istanbul
172,Unusable,l,name,73,73,0.0,0.0,0.0,0.0,0.0,Albert Park Grand Prix Circuit,Sepang International Circuit,Bahrain International Circuit,Circuit de Barcelona-Catalunya,Istanbul Park
