,Unnamed: 0,y_act,Reason,Attribute_name,Total_val,num_of_dist_val,% nans,max_val,mean,min_val,std_dev,sample_1,sample_2,sample_3,sample_4,sample_5,0,1,2,3,p_dist_val,p_nans,castability,extractability,len_val
23,26,0,f,country_of_citizenship,374362,202,0.0551151024943771,0.0,0.0,0.0,0.0,,BRAZIL,ECUADOR,INDIA,PHILIPPINES,0.7705369256925494,0.07648769143581685,0.07648769143581685,0.07648769143581685,0.0005395846800690241,0.0551151024943771,0,0,0.8
24,27,0,f,country_of_citzenship,374362,148,0.9450424989715837,0.0,0.0,0.0,0.0,ARMENIA,POLAND,INDIA,SOUTH KOREA,CANADA,0.7705369256925494,0.07648769143581685,0.07648769143581685,0.07648769143581685,0.00039533927054562164,0.9450424989715837,0,0,1.2
25,28,2,d,decision_date,374362,1450,0.0,0.0,0.0,0.0,0.0,2012-01-02 00:00:00,21/12/11,2011-01-12 00:00:00,26/01/12,2011-07-10 00:00:00,0.2081800800548088,0.06482072027756268,0.6621784793900658,0.06482072027756268,0.0038732563668321036,0.0,1,0,1.6
26,29,2,c,employer_address_1,374362,70243,0.00011219087407375747,0.0,0.0,0.0,0.0,24 WEST 25 STREET,200 BROAD STREET,1054 TECHNOLOGY PARK DRIVE,33-17 PRINCE ST. 2ND FL,1373 BROADWAY,0.1641189303903842,0.1641189303903842,0.5076432088288473,0.1641189303903842,0.18763389446578446,0.00011219087407375747,0,0,3.6
27,30,2,c,employer_address_2,374362,7933,0.3985233544002864,0.0,0.0,0.0,0.0,5TH FLOOR,,SUITE 500,SUITE 200,SUITE 102,0.07795262353411217,0.07795262353411217,0.7661421293976634,0.07795262353411217,0.021190719143502814,0.3985233544002864,0,0,1.6
28,31,0,f,employer_city,374362,8384,3.739695802458583e-05,0.0,0.0,0.0,0.0,NEW YORK,CARLSTADT,GLEN ALLEN,FLUSHING,ALBANY,0.5111399793254967,0.16295334022483443,0.16295334022483443,0.16295334022483443,0.02239543543415197,3.739695802458583e-05,0,0,1.4
29,32,0,f,employer_country,374362,6,0.36152974928010856,0.0,0.0,0.0,0.0,,UNITED STATES OF AMERICA,CANADA,GERMANY,SOUTH KOREA,0.9158311812586228,0.0280562729137924,0.0280562729137924,0.0280562729137924,1.60272677248225e-05,0.36152974928010856,0,0,1.6
30,33,0,h,employer_decl_info_title,374362,16510,0.3614362568850471,0.0,0.0,0.0,0.0,,Vice President of Human Resources,President,Chief Financial Officer,Managing Partner,0.6610007147913562,0.06655994747857054,0.2058793902515026,0.06655994747857054,0.04410169835613657,0.3614362568850471,0,0,2.2
31,35,1,a,employer_num_employees,374362,4559,0.3615457765478334,263550614.0,23093.86734,0.0,545311.7107,,1935,350,4,8,4.056425095442778e-05,0.9998783072471366,4.056425095442778e-05,4.056425095442778e-05,0.012178052259577628,0.3615457765478334,1,0,0.8
32,36,0,j,employer_phone,374362,49220,0.3614282432511847,0.0,0.0,0.0,0.0,,2625444811,662-254-7200,720-859-6111,206 391 7466,0.25,0.25,0.25,0.25,0.1314770195692939,0.3614282432511847,1,0,1.2
33,37,0,j,employer_phone_ext,374362,2670,0.9373307119846566,0.0,0.0,0.0,0.0,,7000,150,8745,11,0.03798822980869505,0.8860353105739149,0.03798822980869505,0.03798822980869505,0.007132134137546012,0.9373307119846566,1,0,0.8
34,38,0,j,employer_postal_code,374362,16125,9.88348176364054e-05,0.0,0.0,0.0,0.0,10010,7072,23059,11354,12204,0.10795901030489945,0.8215905873916558,0.0352252011517224,0.0352252011517224,0.04307328201046046,9.88348176364054e-05,1,0,1.0
35,39,0,f,employer_state,374362,113,0.00011219087407375747,0.0,0.0,0.0,0.0,NY,VA,FL,DE,MD,0.7647924215957507,0.02394135742997363,0.18732486354430203,0.02394135742997363,0.00030184687548415705,0.00011219087407375747,0,0,1.0
36,40,0,i,employer_yr_estab,374362,262,0.3616926931686443,2016.0,1984.2082670000002,0.0,38.47047443,,1959,1988,1996,2010,0.0018189592936284043,0.994543122119115,0.0018189592936284043,0.0018189592936284043,0.000699857357317249,0.3616926931686443,1,0,0.8
37,41,0,e,foreign_worker_info_alt_edu_experience,374362,3,0.7632638996479344,0.0,0.0,0.0,0.0,,A,Y,N,,0.742472528038976,0.0858424906536747,0.0858424906536747,0.0858424906536747,8.01363386241125e-06,0.7632638996479344,0,0,0.6
38,42,0,f,foreign_worker_info_birth_country,374362,191,0.7632558860140719,0.0,0.0,0.0,0.0,,INDIA,SOUTH KOREA,GERMANY,CANADA,0.7705369256925494,0.07648769143581685,0.07648769143581685,0.07648769143581685,0.0005102013559068495,0.7632558860140719,0,0,1.0
39,43,0,f,foreign_worker_info_city,374362,9620,0.3614068735608849,0.0,0.0,0.0,0.0,,WAUKESHA,ANSAN-SI,DENVER,BELLEVUE,0.5111399793254967,0.16295334022483443,0.16295334022483443,0.16295334022483443,0.025697052585465407,0.3614068735608849,0,0,0.8
40,44,0,h,foreign_worker_info_education,374362,7,0.36143892809633454,0.0,0.0,0.0,0.0,,Bachelor's,None,Doctorate,Master's,0.517034873429926,0.16098837552335793,0.16098837552335793,0.16098837552335793,1.8698479012292914e-05,0.36143892809633454,1,0,0.8
41,45,2,c,foreign_worker_info_education_other,374362,1327,0.9894754275273666,0.0,0.0,0.0,0.0,,3 YR POST SECONDARY EDUCATION *SEE H.14,1 YEAR OF EXPERIENCE FOR EACH YEAR MISSING TOWARDS REQUIRED DEGREE,M.D. (DOCTOR OF MEDICINE),COLLEGE DIPLOMA,0.08781810889948216,0.027343793271571378,0.857494304557375,0.027343793271571378,0.0035446973784732426,0.9894754275273666,0,0,4.8
42,47,0,h,foreign_worker_info_major,374362,21851,0.41396295564186536,0.0,0.0,0.0,0.0,,MECHANICAL ENGINEERING,MOLECULAR BIOLOGY,BUSINESS ADMINISTRATION,MEDIA STUDIES,0.5192529192226577,0.16024902692578072,0.16024902692578072,0.16024902692578072,0.058368637842516065,0.41396295564186536,0,0,1.6
43,48,0,j,foreign_worker_info_postal_code,374362,9504,0.7705509640401537,0.0,0.0,0.0,0.0,,53189,98005,48864,10009,0.10795901030489945,0.8215905873916558,0.0352252011517224,0.0352252011517224,0.025387192076118836,0.7705509640401537,1,0,0.8
44,49,0,e,foreign_worker_info_rel_occup_exp,374362,3,0.7632425299576346,0.0,0.0,0.0,0.0,,Y,A,N,,0.742472528038976,0.0858424906536747,0.0858424906536747,0.0858424906536747,8.01363386241125e-06,0.7632425299576346,0,0,0.6
45,50,0,e,foreign_worker_info_req_experience,374362,3,0.7632371875350596,0.0,0.0,0.0,0.0,,A,Y,N,,0.742472528038976,0.0858424906536747,0.0858424906536747,0.0858424906536747,8.01363386241125e-06,0.7632371875350596,0,0,0.6
46,51,0,f,foreign_worker_info_state,374362,112,0.4072635577328896,0.0,0.0,0.0,0.0,,WISCONSIN,COLORADO,WASHINGTON,MICHIGAN,0.7705369256925494,0.07648769143581685,0.07648769143581685,0.07648769143581685,0.00029917566419668663,0.4072635577328896,0,0,0.8
47,52,0,e,foreign_worker_info_training_comp,374362,3,0.7632398587463471,0.0,0.0,0.0,0.0,,A,Y,N,Y,0.901401859930244,0.03286604668991866,0.03286604668991866,0.03286604668991866,8.01363386241125e-06,0.7632398587463471,0,0,0.8
48,53,0,e,foreign_worker_ownership_interest,374362,2,0.7632291739011973,0.0,0.0,0.0,0.0,,N,Y,Y,Y,0.901401859930244,0.03286604668991866,0.03286604668991866,0.03286604668991866,5.342422574940832e-06,0.7632291739011973,0,0,0.8
49,54,0,i,foreign_worker_yr_rel_edu_completed,374362,76,0.7773171422313162,2103.0,2001.345761,0.0,91.44416618,,2002,20,2007,2005,0.004758356144966537,0.9916144380403142,0.001813602907359416,0.001813602907359416,0.00020301205784775165,0.7773171422313162,1,0,0.8
50,55,0,e,fw_info_alt_edu_experience,374362,3,0.5981269466452257,0.0,0.0,0.0,0.0,,A,N,Y,,0.742472528038976,0.0858424906536747,0.0858424906536747,0.0858424906536747,8.01363386241125e-06,0.5981269466452257,0,0,0.6
51,56,0,f,fw_info_birth_country,374362,193,0.5981590011806754,0.0,0.0,0.0,0.0,,IRELAND,BRAZIL,CHINA,UNITED KINGDOM,0.7705369256925494,0.07648769143581685,0.07648769143581685,0.07648769143581685,0.0005155437784817904,0.5981590011806754,0,0,1.0
52,57,2,c,fw_info_education_other,374362,2031,0.5992782387101255,0.0,0.0,0.0,0.0,,None,OVER 2 YEARS POST-SECONDARY UNIVERSITY STUDY (3-YEAR BACHELOR'S),THREE YEAR BACHELOR'S DEGREE,THREE YEARS OF UNIVERSITY LEVEL STUDY + TWO YEARS OF EXPERIENCE,0.08781810889948216,0.027343793271571378,0.857494304557375,0.027343793271571378,0.005425230124852415,0.5992782387101255,1,0,4.8
53,58,0,j,fw_info_postal_code,374362,16973,0.6040757341824223,0.0,0.0,0.0,0.0,,68114,33015,64114,34202,0.10795901030489945,0.8215905873916558,0.0352252011517224,0.0352252011517224,0.04533846918223538,0.6040757341824223,1,0,0.8
54,59,0,e,fw_info_rel_occup_exp,374362,3,0.5981349602790882,0.0,0.0,0.0,0.0,,A,Y,N,N,0.901401859930244,0.03286604668991866,0.03286604668991866,0.03286604668991866,8.01363386241125e-06,0.5981349602790882,0,0,0.8
55,60,0,e,fw_info_req_experience,374362,3,0.5981242754339383,0.0,0.0,0.0,0.0,,Y,A,N,N,0.901401859930244,0.03286604668991866,0.03286604668991866,0.03286604668991866,8.01363386241125e-06,0.5981242754339383,0,0,0.8
56,61,0,e,fw_info_training_comp,374362,3,0.5981322890678007,0.0,0.0,0.0,0.0,,A,Y,N,,0.742472528038976,0.0858424906536747,0.0858424906536747,0.0858424906536747,8.01363386241125e-06,0.5981322890678007,0,0,0.6
57,62,0,i,fw_info_yr_rel_edu_completed,374362,89,0.6335151537816338,2207.0,2002.6336030000002,0.0,89.67409576,,1997,2004,2008,2000,0.004758356144966537,0.9916144380403142,0.001813602907359416,0.001813602907359416,0.00023773780458486706,0.6335151537816338,1,0,0.8
58,63,0,e,fw_ownership_interest,374362,2,0.5981296178565132,0.0,0.0,0.0,0.0,,N,Y,Y,Y,0.901401859930244,0.03286604668991866,0.03286604668991866,0.03286604668991866,5.342422574940832e-06,0.5981296178565132,0,0,0.8
59,64,0,e,ji_foreign_worker_live_on_premises,374362,2,0.7632318451124847,0.0,0.0,0.0,0.0,,N,Y,Y,,0.742472528038976,0.0858424906536747,0.0858424906536747,0.0858424906536747,5.342422574940832e-06,0.7632318451124847,0,0,0.6
60,65,0,e,ji_fw_live_on_premises,374362,2,0.5981269466452257,0.0,0.0,0.0,0.0,,N,Y,Y,Y,0.901401859930244,0.03286604668991866,0.03286604668991866,0.03286604668991866,5.342422574940832e-06,0.5981269466452257,0,0,0.8
61,66,0,e,ji_live_in_dom_svc_contract,374362,3,0.993594435332646,0.0,0.0,0.0,0.0,,A,Y,N,N,0.901401859930244,0.03286604668991866,0.03286604668991866,0.03286604668991866,8.01363386241125e-06,0.993594435332646,0,0,0.8
62,67,0,e,ji_live_in_domestic_service,374362,2,0.3613668053915728,0.0,0.0,0.0,0.0,,N,Y,Y,,0.742472528038976,0.0858424906536747,0.0858424906536747,0.0858424906536747,5.342422574940832e-06,0.3613668053915728,0,0,0.6
63,68,0,e,ji_offered_to_sec_j_foreign_worker,374362,2,0.7632318451124847,0.0,0.0,0.0,0.0,,Y,N,N,N,0.901401859930244,0.03286604668991866,0.03286604668991866,0.03286604668991866,5.342422574940832e-06,0.7632318451124847,0,0,0.8
64,69,0,e,ji_offered_to_sec_j_fw,374362,2,0.5981269466452257,0.0,0.0,0.0,0.0,,Y,N,N,,0.742472528038976,0.0858424906536747,0.0858424906536747,0.0858424906536747,5.342422574940832e-06,0.5981269466452257,0,0,0.6
65,70,1,a,job_info_alt_cmb_ed_oth_yrs,374362,30,0.8124275433938274,96.0,4.593876388,0.0,4.83854705,,5,8,3,7,0.0013806824103918622,0.998275914946076,0.0001717013217661906,0.0001717013217661906,8.01363386241125e-05,0.8124275433938274,1,0,0.8
66,71,0,h,job_info_alt_combo_ed,374362,7,0.8115513860915371,0.0,0.0,0.0,0.0,,Bachelor's,Master's,Other,None,0.766411055569351,0.07786298147688293,0.07786298147688293,0.07786298147688293,1.8698479012292914e-05,0.8115513860915371,1,0,0.8
67,72,0,e,job_info_alt_combo_ed_exp,374362,2,0.3614255720398972,0.0,0.0,0.0,0.0,,N,Y,,Y,0.8983340288098332,0.03388865706338889,0.03388865706338889,0.03388865706338889,5.342422574940832e-06,0.3614255720398972,0,0,0.6
68,73,2,c,job_info_alt_combo_ed_other,374362,2391,0.9753767743520976,0.0,0.0,0.0,0.0,,"Bachelor's + exp. Will accept any suitable combo of education, experience, or training.",3-yr post secondary education *see H.14,3-year degree plus 3 years exp. or combination of degrees,1 yr of exp for each year missing towards reqd degree. See H.14,0.22783407577476916,0.023146639512754717,0.7258726451997212,0.023146639512754717,0.0063868661883417655,0.9753767743520976,0,0,8.4
69,74,0,e,job_info_alt_field,374362,2,0.3614229008286097,0.0,0.0,0.0,0.0,,N,Y,Y,,0.8983340288098332,0.03388865706338889,0.03388865706338889,0.03388865706338889,5.342422574940832e-06,0.3614229008286097,0,0,0.6
70,75,2,c,job_info_alt_field_name,374362,31585,0.7504340718342142,0.0,0.0,0.0,0.0,,Marketing or Related,Marketing or Finance field,COMPUTER INFORMATION SYSTEMS/MATHEMATICS/PHYSICS,"Computer Science, Information Technology or related field",0.37348449261306255,0.12186168011533775,0.3827921471562619,0.12186168011533775,0.0843702085147531,0.7504340718342142,0,0,3.4
71,76,0,h,job_info_alt_occ,374362,21403,0.6019360939411585,0.0,0.0,0.0,0.0,,Y,N,"Marketing, International Relations, Economics","Business, Economics, Statistics, or related",0.7679977306806625,0.07733408977311247,0.07733408977311247,0.07733408977311247,0.05717193518572932,0.6019360939411585,0,0,2.2
72,77,0,h,job_info_alt_occ_job_title,374362,71334,0.6062127032123987,0.0,0.0,0.0,0.0,,"Mech. Engr, Dsgn Engr, Dev Engr, Prod Engr, Engr Mgr or rel*","Japanese cook, or suitable combination of experience",Related Consumer Lifestyle Public Relations,"* Program. Analyst,Associate Project Leader, Sr. System Executive or Related",0.20734872398614426,0.06765438558891113,0.6573425048360334,0.06765438558891113,0.19054818598041467,0.6062127032123987,0,0,6.8
73,78,1,a,job_info_alt_occ_num_months,374362,53,0.6067976984843547,240.0,36.48311821,0.0,23.39158852,,84,24,36,60,0.014441628482423868,0.981966456852444,0.001795957332566202,0.001795957332566202,0.00014157419823593206,0.6067976984843547,1,0,0.8
74,79,0,e,job_info_combo_occupation,374362,2,0.3613587917577105,0.0,0.0,0.0,0.0,,N,Y,Y,,0.8983340288098332,0.03388865706338889,0.03388865706338889,0.03388865706338889,5.342422574940832e-06,0.3613587917577105,0,0,0.6
75,80,0,h,job_info_education,374362,7,0.3613668053915728,0.0,0.0,0.0,0.0,,Bachelor's,None,Doctorate,Master's,0.766411055569351,0.07786298147688293,0.07786298147688293,0.07786298147688293,1.8698479012292914e-05,0.3613668053915728,1,0,0.8
76,81,2,c,job_info_education_other,374362,1551,0.9792473595076424,0.0,0.0,0.0,0.0,,M.D. (Doctor of Medicine),NONE,8 grade,"All forms of BA degree equivalency permitted, pursuant to 8 CFR 214.2(h)(4)(iii)(D)",0.7313453164899548,0.02293021925083958,0.22279424500836584,0.02293021925083958,0.0041430487068666155,0.9792473595076424,0,0,3.8
77,82,0,e,job_info_experience,374362,2,0.3613641341802854,0.0,0.0,0.0,0.0,,N,Y,,Y,0.8983340288098332,0.03388865706338889,0.03388865706338889,0.03388865706338889,5.342422574940832e-06,0.3613641341802854,0,0,0.6
78,83,1,a,job_info_experience_num_months,374362,53,0.6442267110443902,244.0,33.10356038,0.0,22.73330794,,36,24,60,12,0.014441628482423868,0.981966456852444,0.001795957332566202,0.001795957332566202,0.00014157419823593206,0.6442267110443902,1,0,0.8
79,84,0,e,job_info_foreign_ed,374362,2,0.3619491294522414,0.0,0.0,0.0,0.0,,Y,N,,Y,0.8983340288098332,0.03388865706338889,0.03388865706338889,0.03388865706338889,5.342422574940832e-06,0.3619491294522414,0,0,0.6
80,85,0,e,job_info_foreign_lang_req,374362,2,0.3613774902367227,0.0,0.0,0.0,0.0,,N,Y,,N,0.8983340288098332,0.03388865706338889,0.03388865706338889,0.03388865706338889,5.342422574940832e-06,0.3613774902367227,0,0,0.6
81,86,0,e,job_info_job_req_normal,374362,2,0.3613694766028603,0.0,0.0,0.0,0.0,,N,Y,N,N,0.96554001094632,0.01148666301789339,0.01148666301789339,0.01148666301789339,5.342422574940832e-06,0.3613694766028603,0,0,0.8
82,87,0,h,job_info_job_title,374362,59495,0.3614496129414844,0.0,0.0,0.0,0.0,,Senior Engineer,Catfish Processor,Protein Production Scientist,Market Research Analyst,0.6610007147913562,0.06655994747857054,0.2058793902515026,0.06655994747857054,0.15892371554805243,0.3614496129414844,0,0,2.0
83,88,0,h,job_info_major,374362,52958,0.4319829469871408,0.0,0.0,0.0,0.0,,Mechanical or Industrial Engineering,Molecular Biology,Business Administration,Media Studies,0.7679977306806625,0.07733408977311247,0.07733408977311247,0.07733408977311247,0.14146200736185832,0.4319829469871408,0,0,2.0
84,89,0,e,job_info_training,374362,2,0.3613721478141478,0.0,0.0,0.0,0.0,,N,Y,N,Y,0.96554001094632,0.01148666301789339,0.01148666301789339,0.01148666301789339,5.342422574940832e-06,0.3613721478141478,0,0,0.8
85,90,2,c,job_info_training_field,374362,2106,0.987995576474108,0.0,0.0,0.0,0.0,,usage of all kitchen appliances & tools,NONE,Post-doctoral training in degree area,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations.",0.6568935254429884,0.0667366265559089,0.20963322144519386,0.0667366265559089,0.005625570971412697,0.987995576474108,0,0,4.6
86,91,1,a,job_info_training_num_months,374362,41,0.9872342812571788,240.0,32.68508056,0.0,20.59113349,,3,24,12,36,0.014441628482423868,0.981966456852444,0.001795957332566202,0.001795957332566202,0.00010951966278628707,0.9872342812571788,1,0,0.8
87,92,0,f,job_info_work_city,374362,9429,0.00027246355132198245,0.0,0.0,0.0,0.0,New York,Lutherville,Flushing,Albany,Troy,0.7621597854713686,0.07928007150954372,0.07928007150954372,0.07928007150954372,0.025186851229558556,0.00027246355132198245,0,0,1.2
88,93,0,j,job_info_work_postal_code,374362,11007,0.3615564613929833,0.0,0.0,0.0,0.0,,53189,38941,80045,98037,0.10795901030489945,0.8215905873916558,0.0352252011517224,0.0352252011517224,0.029402022641186874,0.3615564613929833,1,0,0.8
89,94,0,f,job_info_work_state,374362,113,0.00027513476260945287,0.0,0.0,0.0,0.0,NY,MD,FL,TX,NJ,0.9088046179292926,0.009282614331266687,0.07263015340817412,0.009282614331266687,0.00030184687548415705,0.00027513476260945287,0,0,1.0
90,95,0,i,naics_2007_us_code,374362,1804,0.9451974292262568,0.0,0.0,0.0,0.0,541512,562211,541330,813110,333291,0.10795901030489945,0.8215905873916558,0.0352252011517224,0.0352252011517224,0.004818865162596631,0.9451974292262568,1,0,1.0
91,96,0,h,naics_2007_us_title,374362,955,0.9468428953793387,0.0,0.0,0.0,0.0,Computer Systems Design Services,Hazardous Waste Treatment and Disposal,Engineering Services,Religious Organizations,Paper Industry Machinery Manufacturing,0.4565590086242559,0.046383785011041914,0.4506734213536602,0.046383785011041914,0.0025510067795342477,0.9468428953793387,0,0,3.4
92,97,0,i,naics_code,374362,2712,0.7637767722151286,0.0,0.0,0.0,0.0,,335312,311712,54171,45399,0.10795901030489945,0.8215905873916558,0.0352252011517224,0.0352252011517224,0.007244325011619769,0.7637767722151286,1,0,0.8
93,98,0,h,naics_title,374362,1293,0.7637767722151286,0.0,0.0,0.0,0.0,,Motor and Generator Manufacturing,Fresh and Frozen Seafood Processing,"Research and Development in the Physical, Engineering, and Life Sciences",All Other Miscellaneous Store Retailers,0.4565590086242559,0.046383785011041914,0.4506734213536602,0.046383785011041914,0.0034538761946992483,0.7637767722151286,0,0,4.8
94,99,0,i,naics_us_code,374362,3082,0.5989737206233539,0.0,0.0,0.0,0.0,,621498,451110,622110,53131,0.10795901030489945,0.8215905873916558,0.0352252011517224,0.0352252011517224,0.008232673187983822,0.5989737206233539,1,0,0.8
95,100,0,i,naics_us_code_2007,374362,2923,0.6946778786308441,0.0,0.0,0.0,0.0,,238340,811113,334413,334111,0.10795901030489945,0.8215905873916558,0.0352252011517224,0.0352252011517224,0.0078079505932760265,0.6946778786308441,1,0,0.8
96,101,0,h,naics_us_title,374362,1401,0.5989737206233539,0.0,0.0,0.0,0.0,,All Other Outpatient Care Centers,Sporting Goods Stores,General Medical and Surgical Hospitals,Real Estate Property Managers,0.7313453164899548,0.02293021925083958,0.22279424500836584,0.02293021925083958,0.0037423670137460533,0.5989737206233539,0,0,3.4
97,102,0,h,naics_us_title_2007,374362,1362,0.702838429114066,0.0,0.0,0.0,0.0,,Tile and Terrazzo Contractors,Automotive Transmission Repair,Semiconductor and Related Device Manufacturing,Electronic Computer Manufacturing,0.4565590086242559,0.046383785011041914,0.4506734213536602,0.046383785011041914,0.003638189773534707,0.702838429114066,0,0,3.0
98,104,2,d,orig_file_date,374362,210,0.9992493896282209,0.0,0.0,0.0,0.0,,2013-04-03 00:00:00,30/04/01,29/09/07,27/08/07,0.2081800800548088,0.06482072027756268,0.6621784793900658,0.06482072027756268,0.0005609543703687874,0.9992493896282209,0,0,1.0
99,105,0,e,preparer_info_emp_completed,374362,2,0.3614362568850471,0.0,0.0,0.0,0.0,,N,Y,Y,N,0.901401859930244,0.03286604668991866,0.03286604668991866,0.03286604668991866,5.342422574940832e-06,0.3614362568850471,0,0,0.8
