,y_act,Reason,Attribute_name,Total_val,num of dist_val,% nans,max_val,mean,min_val,std_dev,sample_1,sample_2,sample_3,sample_4,sample_5
92,Usable Directly Categorical,f,job_info_work_city,374362,9429,0.02724635513,0.0,0.0,0.0,0.0,New York,Lutherville,Flushing,Albany,Troy
93,Usable Directly Categorical,j,job_info_work_postal_code,374362,11007,36.15564614,0.0,0.0,0.0,0.0,,53189,38941,80045,98037
94,Usable Directly Categorical,f,job_info_work_state,374362,113,0.02751347626,0.0,0.0,0.0,0.0,NY,MD,FL,TX,NJ
95,Usable Directly Categorical,i,naics_2007_us_code,374362,1804,94.51974292,0.0,0.0,0.0,0.0,541512,562211,541330,813110,333291
96,Usable Directly Categorical,h,naics_2007_us_title,374362,955,94.68428954,0.0,0.0,0.0,0.0,Computer Systems Design Services,Hazardous Waste Treatment and Disposal,Engineering Services,Religious Organizations,Paper Industry Machinery Manufacturing
97,Usable Directly Categorical,i,naics_code,374362,2712,76.37767722,0.0,0.0,0.0,0.0,,335312,311712,54171,45399
98,Usable Directly Categorical,h,naics_title,374362,1293,76.37767722,0.0,0.0,0.0,0.0,,Motor and Generator Manufacturing,Fresh and Frozen Seafood Processing,"Research and Development in the Physical, Engineering, and Life Sciences",All Other Miscellaneous Store Retailers
99,Usable Directly Categorical,i,naics_us_code,374362,3082,59.89737206,0.0,0.0,0.0,0.0,,621498,451110,622110,53131
100,Usable Directly Categorical,i,naics_us_code_2007,374362,2923,69.46778786,0.0,0.0,0.0,0.0,,238340,811113,334413,334111
101,Usable Directly Categorical,h,naics_us_title,374362,1401,59.89737206,0.0,0.0,0.0,0.0,,All Other Outpatient Care Centers,Sporting Goods Stores,General Medical and Surgical Hospitals,Real Estate Property Managers
102,Usable Directly Categorical,h,naics_us_title_2007,374362,1362,70.28384291,0.0,0.0,0.0,0.0,,Tile and Terrazzo Contractors,Automotive Transmission Repair,Semiconductor and Related Device Manufacturing,Electronic Computer Manufacturing
103,Context_Specific,n,orig_case_no,374362,228,99.92146639,0.0,0.0,0.0,0.0,,P-05021-37758,d-05208-49932,D-05118-81052,P0502441512
104,Usable With Extraction,d,orig_file_date,374362,210,99.92493896,0.0,0.0,0.0,0.0,,2013-04-03 00:00:00,30/04/01,29/09/07,27/08/07
105,Usable Directly Categorical,e,preparer_info_emp_completed,374362,2,36.14362569,0.0,0.0,0.0,0.0,,N,Y,Y,N
106,Usable Directly Categorical,h,preparer_info_title,374362,1170,43.82763208,0.0,0.0,0.0,0.0,,Attorney,Representative,Attorney at Law,ATTORNEY
107,Usable Directly Numeric,a,pw_amount_9089,374362,35676,0.5919404213,0.0,0.0,0.0,0.0,75629,37024,47923,10.97,94890
108,Usable With Extraction,d,pw_determ_date,374362,1966,36.21815248,0.0,0.0,0.0,0.0,,27/09/13,2013-08-11 00:00:00,27/08/13,23/09/13
109,Usable With Extraction,d,pw_expire_date,374362,868,36.23978929,0.0,0.0,0.0,0.0,,30/06/14,23/09/13,18/09/13,2014-08-09 00:00:00
110,Usable Directly Categorical,h,pw_job_title_908,374362,8874,59.83059178,0.0,0.0,0.0,0.0,,Chief Executive,Manager,General and Operations Managers,Market Research Analysts and Marketing Specialists
111,Usable Directly Categorical,h,pw_job_title_9089,374362,8307,40.2741197,0.0,0.0,0.0,0.0,"Computer Software Engineers, Applications",ASBESTOS HANDLER,Civil Engineer,File Clerk,Sales & Service Engineer
112,Usable Directly Categorical,h,pw_level_9089,374362,4,7.379755424,0.0,0.0,0.0,0.0,Level II,Level I,Level IV,Level III,
113,Usable Directly Categorical,i,pw_soc_code,374362,1382,0.1060470881,0.0,0.0,0.0,0.0,15-1031.00,47-4041.00,17-2051.00,43-4071.00,41-9031.00
114,Usable Directly Categorical,h,pw_soc_title,374362,905,0.6239949568,0.0,0.0,0.0,0.0,"Computer Software Engineers, Applications",Hazardous Materials Removal Workers,Civil Engineers,File Clerks,Sales Engineers
115,Context_Specific,o,pw_source_name_9089,374362,6,0.5606872492,0.0,0.0,0.0,0.0,OES,Other,CBA,,SCA
116,Context_Specific,o,pw_source_name_other_9089,374362,1696,95.79043813,0.0,0.0,0.0,0.0,,Towers Watson Data Services Survey 2012,FLC Dataset (per PWD),SWA,2013 Towers Watson Data Services Survey
117,Usable Directly Categorical,i,pw_track_num,374362,171774,36.65623113,0.0,0.0,0.0,0.0,,P10013226788912,P10013249777836,P100131960847,p10013220035940
118,Usable Directly Categorical,h,pw_unit_of_pay_9089,374362,10,0.4199144144,0.0,0.0,0.0,0.0,yr,hr,,bi,mth
119,Usable Directly Categorical,e,rec_info_barg_rep_notified,374362,3,76.34001314,0.0,0.0,0.0,0.0,,A,N,Y,N
120,Usable Directly Categorical,e,recr_info_barg_rep_notified,374362,3,59.8169686,0.0,0.0,0.0,0.0,,A,N,Y,Y
121,Usable Directly Categorical,e,recr_info_coll_teach_comp_proc,374362,2,98.12454256,0.0,0.0,0.0,0.0,,Y,N,,Y
122,Usable Directly Categorical,e,recr_info_coll_univ_teacher,374362,2,36.14148872,0.0,0.0,0.0,0.0,,N,Y,,N
123,Usable Directly Categorical,e,recr_info_employer_rec_payment,374362,2,36.13855039,0.0,0.0,0.0,0.0,,N,Y,N,N
124,Usable With Extraction,d,recr_info_first_ad_start,374362,818,37.77867412,0.0,0.0,0.0,0.0,,18/08/13,30/06/13,28/07/13,25/08/13
125,Usable With Extraction,d,recr_info_job_fair_from,374362,440,99.51971621,0.0,0.0,0.0,0.0,,2013-02-10 00:00:00,25/03/10,2009-01-10 00:00:00,2009-03-09 00:00:00
126,Usable With Extraction,d,recr_info_job_fair_to,374362,447,99.52105182,0.0,0.0,0.0,0.0,,2013-02-10 00:00:00,25/03/10,26/10/09,2009-03-09 00:00:00
127,Usable With Extraction,d,recr_info_on_campus_recr_from,374362,724,99.49994925,0.0,0.0,0.0,0.0,,16/07/13,2013-05-08 00:00:00,19/06/13,25/03/10
128,Usable With Extraction,d,recr_info_on_campus_recr_to,374362,763,99.50181909,0.0,0.0,0.0,0.0,,2013-02-08 00:00:00,2013-04-09 00:00:00,27/08/13,30/03/10
129,Usable With Extraction,d,recr_info_pro_org_advert_from,374362,713,96.24000299,0.0,0.0,0.0,0.0,,2013-01-10 00:00:00,2013-01-09 00:00:00,30/09/13,2013-12-08 00:00:00
130,Usable With Extraction,d,recr_info_pro_org_advert_to,374362,854,96.24160572,0.0,0.0,0.0,0.0,,31/10/13,2013-01-10 00:00:00,30/09/13,2013-04-10 00:00:00
131,Usable With Extraction,d,recr_info_prof_org_advert_from,374362,872,92.49576613,0.0,0.0,0.0,0.0,,28/05/14,23/01/15,2014-01-12 00:00:00,16/12/14
132,Usable With Extraction,d,recr_info_prof_org_advert_to,374362,990,92.49763598,0.0,0.0,0.0,0.0,,27/06/14,2015-04-02 00:00:00,31/12/14,26/12/14
133,Usable Directly Categorical,e,recr_info_professional_occ,374362,2,36.13774902,0.0,0.0,0.0,0.0,,Y,N,Y,N
134,Usable With Extraction,d,recr_info_radio_tv_ad_from,374362,1437,94.56328367,0.0,0.0,0.0,0.0,,2013-03-08 00:00:00,2009-05-06 00:00:00,2013-04-11 00:00:00,17/09/13
135,Usable With Extraction,d,recr_info_radio_tv_ad_to,374362,1446,94.56301655,0.0,0.0,0.0,0.0,,2013-03-08 00:00:00,2009-12-06 00:00:00,2013-04-11 00:00:00,2013-05-11 00:00:00
136,Usable With Extraction,d,recr_info_second_ad_start,374362,885,37.7885576,0.0,0.0,0.0,0.0,,25/08/13,2013-07-07 00:00:00,2013-04-08 00:00:00,2013-01-09 00:00:00
137,Usable Directly Categorical,e,recr_info_sunday_newspaper,374362,2,37.75490034,0.0,0.0,0.0,0.0,,Y,N,Y,
138,Usable With Extraction,d,recr_info_swa_job_order_end,374362,2473,37.78829048,0.0,0.0,0.0,0.0,,30/09/13,31/07/13,25/09/13,2013-07-09 00:00:00
139,Usable With Extraction,d,recr_info_swa_job_order_start,374362,2249,37.78241381,0.0,0.0,0.0,0.0,,16/08/13,2013-01-07 00:00:00,26/08/13,2013-08-08 00:00:00
140,Usable Directly Categorical,e,refile,374362,2,68.45860424,0.0,0.0,0.0,0.0,,N,Y,N,Y
141,Context_Specific,m,ri_1st_ad_newspaper_name,374362,5550,36.76361383,0.0,0.0,0.0,0.0,,Milwaukee Journal Sentinel,Clarion Ledger,Denver Post,The Daily Herald
142,Context_Specific,m,ri_2nd_ad_newspaper_name,374362,5904,36.77162746,0.0,0.0,0.0,0.0,,Milwaukee Journal Sentinel,Clarion Ledger,Denver Post,The Daily Herald
143,Usable Directly Categorical,e,ri_2nd_ad_newspaper_or_journal,374362,2,37.78374942,0.0,0.0,0.0,0.0,,Y,N,N,N
144,Usable With Extraction,d,ri_campus_placement_from,374362,1349,91.98556477,0.0,0.0,0.0,0.0,,14/08/13,16/08/13,18/02/14,17/06/13
145,Usable With Extraction,d,ri_campus_placement_to,374362,1511,91.98823599,0.0,0.0,0.0,0.0,,30/09/13,15/09/13,2014-03-03 00:00:00,24/06/13
146,Usable Directly Categorical,e,ri_coll_tch_basic_process,374362,2,98.12667952,0.0,0.0,0.0,0.0,,N,Y,N,Y
147,Usable With Extraction,c,ri_coll_teach_pro_jnl,374362,4946,59.24399378,0.0,0.0,0.0,0.0,,"JAVMA, in print, February 1, 2013 issue","The Accounting Review, September, 2011",09/01/2012 ThePhysiologist(J Am Physiological Soc),"American Accounting Asso,, online 4/25-8/23/2013"
148,Usable With Extraction,d,ri_coll_teach_select_date,374362,1076,98.46939593,0.0,0.0,0.0,0.0,,30/08/13,15/08/12,15/04/13,18/11/13
149,Usable With Extraction,d,ri_employee_referral_prog_from,374362,1702,81.64316891,0.0,0.0,0.0,0.0,,16/09/13,24/06/13,2014-11-02 00:00:00,28/05/13
150,Usable With Extraction,d,ri_employee_referral_prog_to,374362,1783,81.64290179,0.0,0.0,0.0,0.0,,2013-01-10 00:00:00,24/07/13,27/02/14,19/07/13
151,Usable With Extraction,d,ri_employer_web_post_from,374362,1939,63.50163745,0.0,0.0,0.0,0.0,,14/08/13,2013-01-08 00:00:00,2013-03-09 00:00:00,29/08/13
152,Usable With Extraction,d,ri_employer_web_post_to,374362,1975,63.50751412,0.0,0.0,0.0,0.0,,2013-12-09 00:00:00,2013-07-08 00:00:00,2013-03-10 00:00:00,2013-01-10 00:00:00
153,Usable With Extraction,d,ri_job_search_website_from,374362,2052,47.43296595,0.0,0.0,0.0,0.0,,14/08/13,2013-01-08 00:00:00,25/08/13,15/02/14
154,Usable With Extraction,d,ri_job_search_website_to,374362,2108,47.43563716,0.0,0.0,0.0,0.0,,2013-12-09 00:00:00,31/08/13,21/02/14,28/07/13
155,Usable Directly Categorical,e,ri_layoff_in_past_six_months,374362,2,36.14229008,0.0,0.0,0.0,0.0,,N,Y,Y,Y
156,Usable With Extraction,d,ri_local_ethnic_paper_from,374362,1815,67.71013084,0.0,0.0,0.0,0.0,,2013-01-08 00:00:00,27/08/13,19/02/14,29/08/13
157,Usable With Extraction,d,ri_local_ethnic_paper_to,374362,1812,67.71013084,0.0,0.0,0.0,0.0,,2013-07-08 00:00:00,31/08/13,19/02/14,2013-11-09 00:00:00
158,Usable Directly Categorical,e,ri_posted_notice_at_worksite,374362,3,36.15751599,0.0,0.0,0.0,0.0,,Y,A,N,N
159,Usable With Extraction,d,ri_pvt_employment_firm_from,374362,1006,95.6079944,0.0,0.0,0.0,0.0,,28/08/13,23/07/13,2013-10-09 00:00:00,16/09/08
160,Usable With Extraction,d,ri_pvt_employment_firm_to,374362,1173,95.60852864,0.0,0.0,0.0,0.0,,2013-04-09 00:00:00,30/07/13,27/09/13,2013-10-10 00:00:00
161,Usable Directly Categorical,,ri_us_workers_considered,374362,3,95.39670159,0.0,0.0,0.0,0.0,,A,Y,N,
162,Unusable,l,schd_a_sheepherder,374362,1,36.13828327,0.0,0.0,0.0,0.0,,N,N,,N
163,Usable Directly Categorical,h,us_economic_sector,374362,17,65.52321015,0.0,0.0,0.0,0.0,IT,Other Economic Sector,Aerospace,Advanced Mfg,Educational Services
164,Usable Directly Numeric,a,wage_offer_from_9089,374362,38945,30.65775907,0.0,0.0,0.0,0.0,75629,37024,47923,10.97,100000
165,Usable Directly Numeric,a,wage_offer_to_9089,374362,14053,80.33080281,0.0,0.0,0.0,0.0,,52000,85000,16.82,96000
166,Usable Directly Categorical,h,wage_offer_unit_of_pay_9089,374362,10,30.96361276,0.0,0.0,0.0,0.0,yr,hr,mth,wk,bi
167,Usable Directly Numeric,a,wage_offered_from_9089,374362,19514,69.37536395,16290600.0,95888.45717,6.7,146381.5337,,28,12.9,124500,107500
168,Usable Directly Numeric,a,wage_offered_to_9089,374362,6369,91.71523819,13285000.0,123227.314,0.0,108027.1265,,13,121216,101504,13.04
169,Usable Directly Categorical,h,wage_offered_unit_of_pay_9089,374362,5,81.11480332,0.0,0.0,0.0,0.0,,Year,Hour,Week,Month
170,Unusable,l,circuitId,73,73,0.0,73.0,37.0,1.0,21.07130751,1,2,3,4,5
171,Unusable,l,circuitRef,73,73,0.0,0.0,0.0,0.0,0.0,albert_park,sepang,bahrain,catalunya,istanbul
